,displayName,grossProfitUSD,grossProfitMargin,revenueUSD,year,incomeTaxExpense
2925,Crown Imperial,5459225.203,0.203652926,26806514.99,2005,-442269.4995
2926,Crown Imperial,5900679.93,0.194547083,30330343.95,2006,-562616.6366
2927,Crown Imperial,5925728.579,0.202387141,29279175.24,2007,-362375.6947
2928,Crown Imperial,4388609.098,0.177357826,24744378.01,2008,-170699.831
2929,Crown Imperial,4441980.437,0.205313359,21635126.25,2009,-241515.2758
2930,Crown Imperial,12516279.16,0.320723692,39025115.63,2010,-156428.8532
2931,Crown Imperial,14749077.35,0.293283694,50289455.67,2011,-594146.0915
2932,Crown Imperial,25034905.47,0.282887534,88497733.18,2012,-272517.7448
2933,Crown Imperial,20724763.7,0.240225358,86272173.26,2013,-556372.5388
2934,Crown Imperial,20673918.9,0.246009034,84037234.73,2014,-728669.5233
2935,Crown Imperial,18580267.42,0.264267214,70308636.32,2015,-399569.9367
2936,Crown Imperial,17609696.41,0.237875865,74028932.6,2016,-316436.9749
2937,Crown Imperial,17697846.33,0.237294353,74581826.78,2017,-291125.4554
2940,Crown Crafts,22534000,0.277191429,81294000,2013,3575000
2943,Crown Crafts,0,,85978000,2014,0
2947,Crown Crafts,23813000,0.282338574,84342000,2015,3915000
2951,Crown Crafts,19411000,0.294204129,65978000,2016,3224000
2954,Crown Crafts,19779000,0.281471467,70270000,2017,2400000
2958,Crown Crafts,22307000,0.29204907,76381000,2018,1772000
2960,Delta Global Source,2396095.303,0.217253612,11029024.01,2011,-214272.7205
2961,Delta Global Source,2762315.628,0.227848988,12123449.16,2012,-222252.2589
2962,Delta Global Source,3461578.59,0.234645373,14752383.79,2013,-313212.7679
2963,Delta Global Source,3962470.6,0.253770204,15614404.41,2014,-290002.9629
2964,Delta Global Source,4959322.381,0.283038303,17521735.86,2015,-434633.8101
2965,Delta Global Source,4692430.803,0.251153074,18683549.18,2016,-438010.0082
2966,Delta Global Source,4221932.051,0.243055562,17370234.26,2017,-280593.2121
2968,John Lewis Partnership,4119584660,0.339190464,12145343372,2015,82972249.77
2970,John Lewis Partnership,4227224335,0.338423331,12490936497,2016,122963379.2
2972,John Lewis Partnership,4191593609,0.329723638,12712444995,2017,37125721.37
2973,Iceland Foods,262371629,0.078737778,3332220407,2015,15448286.74
2974,Iceland Foods,260129215.5,0.074779744,3478605343,2016,20307022.09
2975,Iceland Foods,266981278.2,0.07103318,3758543248,2017,13205793.51
2976,Iceland Foods,218019936.6,0.05673155,3843010374,2018,-8347058.161
2977,Charlie's Holdings,521762,0.196930484,2649473,2013,0
2981,Charlie's Holdings,291712,0.062153477,4693414,2014,0
2985,Charlie's Holdings,-160990,-0.026300841,6121097,2015,0
2989,Charlie's Holdings,321863,0.124973597,2575448,2016,0
2993,Charlie's Holdings,771190,0.201706155,3823334,2017,0
2997,Charlie's Holdings,718604,0.369072834,1947052,2018,0
2999,Edgewell Personal Care,1159900000,0.491066892,2362000000,2015,41200000
3003,Edgewell Personal Care,1130600000,0.491907414,2298400000,2016,-58600000
3007,Edgewell Personal Care,1036400000,0.463921218,2234000000,2017,60500000
3012,Xcel Brands,13275000,0.993043088,13368000,2013,-1402000
3016,Xcel Brands,20634000,0.996474622,20707000,2014,-97000
3020,Xcel Brands,27454000,0.990368313,27721000,2015,156000
3024,Xcel Brands,32558000,0.994015998,32754000,2016,315000
3028,Xcel Brands,0,,31706000,2017,-447000
3032,Xcel Brands,32764000,0.923814357,35466000,2018,1831000
3035,Victoria Plum,5604611.023,0.500140525,11206072.59,2009,-792236.7316
3036,Victoria Plum,8340375.531,0.489069845,17053546.87,2010,-1288968.917
3037,Victoria Plum,11414640.66,0.47855725,23852194.6,2011,-1564643.594
3038,Victoria Plum,15457659.12,0.472913061,32686048.21,2012,-1807466.991
3039,Victoria Plum,32553392.28,0.485820924,67006978.64,2013,-3511396.823
3040,Victoria Plum,39394377.03,0.438188545,89902799.71,2014,-155728.697
3041,Victoria Plum,32615818.3,0.372329835,87599260.82,2015,270345.018
3042,Victoria Plum,30342179.33,0.42287391,71752308.61,2016,0
3043,Victoria Plum,32979600.54,0.420217157,78482279.98,2017,0
3047,HomeAway,291851000,0.842309568,346489000,2013,11724000
3051,HomeAway,379150000,0.848662151,446762000,2014,7272000
3055,CFAO,898829960,0.224139357,4010138930,2013,91850430
3056,CFAO,931657370,0.236743063,3935310120,2014,84887040
3057,CFAO,944478850,0.248712053,3797479210,2015,95718980
3058,EFT Holdings,1309803,0.701675918,1866678,2013,0
3064,EFT Holdings,0,,0,2015,-4079612
3068,EFT Holdings,0,,0,2016,-15927
3070,JRjr33,0,,84850502,2013,273000
3075,JRjr33,0,,138352000,2015,349000
3079,JRjr33,0,,144245000,2016,447000
3080,Cca Industries,0,,38853387,2012,0
3087,Cca Industries,14344186,0.578638301,24789555,2014,6073
3091,Cca Industries,11470645,0.584379979,19628744,2015,-9126
3095,Cca Industries,12382322,0.624420616,19830098,2016,0
3098,Cca Industries,10073413,0.606585345,16606753,2017,3380268
3099,Seen on Screen TV,-199888,-0.737526058,271025,2010,0
3103,Seen on Screen TV,133565,0.576526296,231672,2011,0
3107,Seen on Screen TV,88149,0.81427938,108254,2012,0
3110,Seen on Screen TV,42158,0.452858969,93093,2013,0
3112,Seen on Screen TV,2735,0.089513648,30554,2014,0
3116,Swallowfield,7853709.648,0.140981773,55707269.5,2006,308965.7349
3117,Swallowfield,7872397.092,0.140986167,55838081.61,2007,-115862.1506
3118,Swallowfield,7847480.5,0.128213479,61206361.25,2008,305228.2462
3119,Swallowfield,8283520.852,0.126770768,65342515.44,2009,322669.8602
3120,Swallowfield,7783943.192,0.108751654,71575400.81,2010,307719.9053
3121,Swallowfield,7608281.222,0.105513226,72107370.04,2011,365028.0658
3122,Swallowfield,4953418.395,0.081825853,60536104.94,2012,-528231.7403
3123,Swallowfield,6445922.227,0.103411748,62332591.19,2013,-21179.1028
3124,Swallowfield,7273153.066,0.118065808,61602535.05,2014,84716.41118
3125,Swallowfield,10043878.04,0.148048848,67841649.57,2015,340111.4743
3126,Swallowfield,17329489.4,0.187178728,92582579.13,2016,676485.4599
3127,Swallowfield,17057898.56,0.185164649,92122868.01,2017,1110034.152
3131,Trident Brands,95399,0.020111856,4743421,2016,0
3135,Trident Brands,347929,0.061521217,5655431,2017,0
3140,Universal Corporation,0,,2542115000,2013,0
3144,Universal Corporation,0,,2271801000,2014,0
3148,Universal Corporation,407331000,0.192103465,2120373000,2015,54430000
3152,Universal Corporation,394679000,0.19055406,2071218000,2016,56732000
3156,Universal Corporation,371948000,0.182870055,2033947000,2017,50509000
3160,Universal Corporation,406591000,0.182560875,2227153000,2018,41188000
3163,Acme United,31824044,0.355271144,89576777,2013,1490986
3167,Acme United,38185611,0.356134954,107222306,2014,2013720
3171,Acme United,39561218,0.36026392,109811768,2015,1820872
3175,Acme United,45555056,0.365685619,124574371,2016,1645705
3179,Acme United,47899273,0.366902681,130550349,2017,2440818
3183,Acme United,50648982,0.36883533,137321395,2018,932874
3187,Servotronics,0,,30310000,2013,0
3191,Servotronics,0,,31646000,2014,-1613000
3195,Servotronics,0,,36729000,2015,2131000
3199,Servotronics,0,,38587000,2016,717000
3203,Servotronics,0,,41444000,2017,758000
3207,Servotronics,0,,47857000,2018,737000
3210,PurpleBricks,-161616.4876,-10.94272459,14769.30963,2013,331246.151
3211,PurpleBricks,2505521.498,0.592472626,4228923.647,2014,0
3212,PurpleBricks,13195458.11,0.569333809,23177014.77,2015,0
3213,PurpleBricks,32203448.72,0.553440671,58187716.19,2016,3804763.526
3214,PurpleBricks,65518177.41,0.561277309,116730493.8,2017,-1105050.834
3215,Rahim Brothers,2029933.532,0.096137389,21114922.64,2011,-19887.17752
3216,Rahim Brothers,2683691.323,0.097032005,27657795.32,2012,-52541.61655
3217,Rahim Brothers,2742539.329,0.091141726,30090930.39,2013,-93590.45525
3218,Rahim Brothers,2951245.683,0.090814951,32497354.86,2014,-79939.90059
3219,Rahim Brothers,3468444.357,0.104934402,33053453.32,2015,-66810.10268
3220,Rahim Brothers,3877049.049,0.105281907,36825406.68,2016,-63778.99932
3221,Rahim Brothers,4406591.402,0.106860293,41236939.04,2017,-59961.7775
3222,Conair,0,,2100000000,2017,0
3223,Holiday Companies,0,,3200000000,2015,0
3227,Seychelle Environmental Technologies,2476812,0.469148538,5279377,2017,-6697
3228,Seychelle Environmental Technologies,1519999,0.482014658,3153429,2018,0
3229,Metro Bank,0,,0,2007,0
3230,Metro Bank,0,,4735398.219,2008,0
3231,Metro Bank,0,,250411.7448,2010,0
3232,Metro Bank,0,,6472084.648,2011,17566197.02
3233,Metro Bank,0,,19842327.66,2012,13924637.17
3234,Metro Bank,0,,53631717.43,2013,12935448.49
3235,Metro Bank,0,,113303216.6,2014,9666391.682
3236,Metro Bank,0,,195004720.2,2015,9468304.779
3237,Metro Bank,0,,316879244.4,2016,554394.1614
3238,Metro Bank,0,,442020333.6,2017,-9842053.652
3239,Metro Bank,0,,645838052.3,2018,-16818699.28
3240,Walgreens Boots Alliance,29874000000,0.254569624,1.17351E+11,2015,997000000
3244,Walgreens Boots Alliance,29162000000,0.24668821,1.18214E+11,2016,760000000
3248,Walgreens Boots Alliance,30792000000,0.234093829,1.31537E+11,2017,998000000
3252,Astro Lighting,0,,0,2008,-131228.2126
3253,Astro Lighting,4524352.197,0.571433652,7917545.956,2009,-480447.9469
3254,Astro Lighting,5244731.971,0.544766179,9627491.899,2010,-739848.3521
3255,Astro Lighting,6836973.181,0.543782251,12572998.05,2011,-910341.3755
3256,Astro Lighting,7842409.974,0.547887416,14313907.84,2012,-887781.8935
3257,Astro Lighting,10016091.06,0.552753214,18120366.94,2013,-1212025.236
3258,Astro Lighting,11902607.18,0.574713444,20710507.67,2014,-1344422.037
3259,Astro Lighting,14711040.93,0.571124518,25758027.31,2015,-1305821.254
3260,Astro Lighting,17114779.4,0.56243343,30429875.76,2016,-1663165.043
3261,Astro Lighting,18901213.05,0.519616074,36375343.27,2017,-1329277.733
3262,Astro Lighting,20297821.64,0.549115873,36964550.89,2018,-1567217.478
3263,Oasis Fashions,215279350.8,0.595041322,361788908.9,2015,0
3264,Oasis Fashions,207679790.4,0.60684383,342229384.6,2016,2242493.237
3265,Yunji,43134195.31,0.238045411,181201541,2016,2899068.91
3269,Yunji,179337249.2,0.197271104,909090310.8,2017,-469917.2038
3273,Yunji,325687326.4,0.177379108,1836108718,2018,1741698.528
3274,Carrefour,20133039500,0.224945971,89501667500,2017,683075400
3278,Guitar Center,0,,2400000000,2015,0
3279,Guitar Center,0,,2200000000,2017,0
3283,Rubicon Project,204974000,0.736730872,278221000,2016,4860000
3287,Rubicon Project,98709000,0.634600919,155545000,2017,-1762000
3291,Rubicon Project,64682000,0.518763283,124685000,2018,357000
3294,DUNI,116815802.7,0.293023256,398657104.5,2014,11640375.4
3295,DUNI,127838105.1,0.29547619,432651121.2,2015,11640375.4
3299,Argos Therapeutics,0,,1974019,2014,0
3303,Argos Therapeutics,0,,518329,2015,0
3307,Argos Therapeutics,0,,945468,2016,0
3310,Argos Therapeutics,0,,1899398,2017,0
3316,Lovesac,90880821,0.547866593,165881297,2018,-16407
3319,Jack Wills,99874419.63,0.583444321,171180721.3,2015,95928.87737
3320,Jack Wills,101081628.5,0.569799289,177398656.7,2016,185628.6069
3321,Welch & Tidy,2919007.351,0.194363852,15018262.5,2012,-102641.4071
3322,Welch & Tidy,3374997.172,0.158580774,21282511.63,2013,-328705.9045
3323,Welch & Tidy,4469597.987,0.13348472,33483967.17,2014,-419094.5778
3324,Welch & Tidy,5360176.768,0.150381923,35643757.26,2015,-451055.0897
3325,Welch & Tidy,5895185.821,0.188962009,31197730.36,2016,-501886.1823
3326,Fenwick,166594822.6,0.448960544,371067847.6,2016,8856602.457
3327,Fenwick,153261954.5,0.427210629,358750330.6,2017,3428522.994
3328,Amway,0,,9500000000,2015,0
3329,Amway,0,,8600000000,2018,0
3330,Dufry,5003042622,0.594289398,8418529157,2017,91446767.89
3334,Perdue,0,,6300000000,2015,0
3336,Kum & Go,0,,2300000000,2015,0
3337,Kum & Go,0,,2400000000,2017,0
3338,Boux Avenue,30424404.08,0.550183612,55298637.4,2015,-1048988.503
3339,Boux Avenue,34104584.65,0.554048857,61555193.53,2016,-1133704.914
3340,The Range,338914232.1,0.403497166,839942037.8,2015,13058785.62
3341,The Range,373687827.2,0.394005152,948433860.6,2016,16271780.09
3342,SC Johnson,0,,9600000000,2014,0
3343,SC Johnson,0,,10300000000,2018,0
3346,Superdrug,158767275.4,0.105009064,1511938774,2016,16275517.58
3347,Superdrug,173367152.2,0.112063058,1547049989,2017,25053632.78
3348,Thorntons,0,,2400000000,2016,0
3349,Meijer,0,,77000000000,2015,0
3354,Bose,0,,3500000000,2015,0
3356,Swisher,118103000,0.552688967,213688000,2013,2594000
3357,Swisher,104656000,0.540140485,193757000,2014,89000
3358,Swisher,0,,0,2015,43000
3360,Stitch Fix,323249000,0.44261707,730313000,2015,28041000
3364,Stitch Fix,434421000,0.44458465,977139000,2016,13395000
3368,Stitch Fix,536022000,0.437032054,1226505000,2017,9813000
3372,Stitch Fix,703129000,0.445707226,1577558000,2018,-6060000
3374,Seiko Epson,3676874670,0.363997177,10101382377,2015,419975165.6
3378,Seiko Epson,3383897124,0.357097973,9476102868,2016,170695527
3382,Seiko Epson,3706351802,0.363707632,10190470259,2017,193237951.3
3386,Seiko Epson,3815125009,0.378655674,10075446569,2018,166386761.8
3389,Lakeland Financial,0,,107736000,2013,0
3393,Lakeland Financial,0,,147341000,2014,0
3397,Lakeland Financial,137406000,0.892142477,154018000,2015,22833000
3401,Lakeland Financial,151345000,0.880860228,171815000,2016,25133000
3405,Lakeland Financial,171901000,0.852231207,201707000,2017,32304000
3409,Lakeland Financial,191381000,0.800489376,239080000,2018,18533000
3412,Schnuck,0,,2700000000,2014,0
3413,Mary Kay,0,,4000000000,2015,0
3415,Hobby Lobby,0,,4000000000,2015,0
3418,Eby-Brown,0,,5300000000,2014,0
3419,Eby-Brown,0,,5700000000,2018,0
3420,Equip Outdoor Technologies,4352928.539,0.291993983,14907596.71,2014,0
3421,Equip Outdoor Technologies,14650955.82,0.326385612,44888485.46,2015,-28654.08025
3422,Equip Outdoor Technologies,19120992.34,0.379778784,50347710.66,2016,747497.7457
3423,Equip Outdoor Technologies,19271737.71,0.313359668,61500377.03,2017,262870.0406
3425,Energy Recovery,25722000,0.597560692,43045000,2013,327000
3429,Energy Recovery,16713000,0.549299941,30426000,2014,291000
3433,Energy Recovery,0,,43671000,2015,0
3437,Energy Recovery,0,,0,2016,-390000
3441,Energy Recovery,0,,0,2017,-8394000
3445,Energy Recovery,0,,61025000,2018,-10653000
3449,QKL Stores,48368527,0.171040182,282790433,2013,4481672
3450,QKL Stores,46421343,0.16902805,274636920,2014,1965765
3451,QKL Stores,45653661,0.169047509,270064086,2015,-758400
3452,Clarus Corporation,54246000,0.349374622,155266000,2015,47692000
3453,Clarus Corporation,43684000,0.294785713,148189000,2016,665000
3454,Clarus Corporation,53810000,0.315255409,170687000,2017,-5087000
3455,Micro Center,0,,2350000000,2014,0
3456,Conair,0,,2100000000,2017,0
3457,B&Q,0,,45370621.51,2015,4823852.119
3458,B&Q,0,,45308330.03,2016,9192976.443
3459,Holiday Companies,0,,3200000000,2015,0
3460,KOKUYO,975167891.9,0.342839496,2844386084,2016,46508775.31
3461,KOKUYO,1018264791,0.348920544,2918328564,2017,33517755.56
3462,Amplify Snack Brands,0,,183915000,2015,0
3463,Amplify Snack Brands,0,,270811000,2016,0
3467,Simmons First National,130850000,0.914312466,143113000,2013,9305000
3471,Simmons First National,171064000,0.924495366,185035000,2014,14602000
3475,Simmons First National,374421000,0.943663143,396774000,2015,32900000
3479,Simmons First National,418588000,0.950500355,440387000,2016,46624000
3483,Simmons First National,493695000,0.924922579,533769000,2017,61983000
3487,Simmons First National,696448000,0.844606304,824583000,2018,50358000
3489,Manutan International,294453025.3,0.375847382,783437745.3,2016,15048659.5
3490,L'OCCITANE,1218511458,0.833165933,1462507538,2016,40054966.7
3491,L'OCCITANE,1214059309,0.832519559,1458295240,2017,43607400.9
3493,LoveHoney,19489757.89,0.269371169,72352798.47,2015,1067675.947
3494,LoveHoney,27186493.01,0.285852764,95106629.85,2016,2221314.134
3495,Thomas Pink,28649096.93,0.6570098,43605281,2015,0
3496,Thomas Pink,28064802.86,0.654797547,42860274.91,2016,-185628.6069
3497,Alexander Mcqueen,6628734.013,0.505233665,13120135.25,2015,-748.7435753
3498,Alexander Mcqueen,6346117.574,0.478660027,13258089.7,2016,0
3499,Wausau Paper,49602000,0.142295688,348584000,2013,16793000
3500,Wausau Paper,51319000,0.145782674,352024000,2014,-10284000
3501,Rallye,13668139800,0.251571559,54331021500,2014,354801300
3502,Rallye,12654579700,0.244469593,51763409600,2015,76265700
3503,Allied Telesis Holdings,168432361.9,0.621686519,270928123.6,2016,-557753.9451
3504,Allied Telesis Holdings,170691588.1,0.632075023,270049570,2017,-31067.49205
3505,Evertz,168229754.4,0.553334889,304028821.9,2017,14656828.95
3509,Dorothy Perkins,-2491.659152,-0.048780488,51079.01262,2015,4983.318305
3513,Marcus Corporation,0,,447939000,2013,16810000
3517,Marcus Corporation,0,,488067000,2014,15678000
3523,Marcus Corporation,0,,543864000,2016,22994000
3527,Marcus Corporation,0,,622714000,2017,3625000
3531,Marcus Corporation,0,,672835000,2018,13127000
3535,Orora,808000000,0.197913095,4082600000,2016,72000000
3536,Nilfisk,504790510,0.422127738,1195824070,2017,12932010
3537,Waitrose & Partners,2202128359,0.28390164,7756659524,2017,10838717.31
3538,MSA Safety,376136000,0.382770173,982668000,2010,18290000
3539,MSA Safety,463825000,0.414769394,1118272000,2011,0
3540,MSA Safety,500424000,0.446281567,1121319000,2012,0
3542,MSA Safety,496670000,0.446692683,1111883000,2013,35145000
3546,MSA Safety,518114000,0.455825452,1136650000,2014,41044000
3550,MSA Safety,500242000,0.442722595,1129922000,2015,44407000
3554,MSA Safety,523643000,0.455527911,1149530000,2016,57804000
3558,MSA Safety,540398000,0.451532366,1196809000,2017,2819000
3562,MSA Safety,0,,1358104000,2018,37220000
3564,Space NK,68851550.17,0.573009727,120157733.6,2016,1327779
3565,Carpetright,341606469.8,0.600262697,569094950.4,2015,3363739.856
3567,Carpetright,335626487.8,0.588723776,570091614.1,2016,249165.9152
3568,Carpetright,310959062.2,0.562415502,552899165.9,2017,-7848726.33
3569,Ansaldo NES,0,,0,2004,0
3570,Ansaldo NES,0,,0,2005,0
3571,Ansaldo NES,0,,0,2006,-56062.33093
3572,Ansaldo NES,0,,0,2007,-290278.2913
3573,Ansaldo NES,7702787.362,0.339273956,22703739.06,2008,-575059.9824
3574,Ansaldo NES,6932128.398,0.27655793,25065737.26,2009,-42513.93429
3575,Ansaldo NES,8830746.51,0.372504587,23706410.12,2010,837435.4287
3576,Ansaldo NES,11264175.59,0.305235298,36903253.58,2011,0
3577,Ansaldo NES,15920909.64,0.42732956,37256747.76,2012,-485273.0449
3578,Ansaldo NES,16057108.71,0.35525358,45199005.99,2013,-114658.6792
3579,Ansaldo NES,20348597.92,0.40343929,50437819.02,2014,3889.479937
3580,Ansaldo NES,19977863.95,0.432184947,46225265.58,2015,-660503.9581
3581,Ansaldo NES,17666100.1,0.423403813,41723998.6,2016,-758926.9862
3582,Ansaldo NES,16911937.16,0.365983174,46209603.01,2017,-437926.5376
3583,Ansaldo NES,13319692.23,0.295497222,45075524.35,2018,485228.195
3585,Techtronic Industries,1985179000,0.362231642,5480413000,2016,31242000
3586,Techtronic Industries,2226207000,0.367140788,6063633000,2017,34972000
3587,TK Maxx,215528.5167,0.004128287,52207734.22,2016,43604.03517
3588,Bluefin Solutions,3461478.923,0.246262067,14056078.42,2007,-234994.6038
3589,Bluefin Solutions,4289492.143,0.253946047,16891352.32,2008,-307979.0379
3590,Bluefin Solutions,5463270.412,0.279196304,19567846.49,2009,-392873.6027
3591,Bluefin Solutions,5207096.705,0.243358195,21396841.41,2010,25454.7899
3592,Bluefin Solutions,4537580.416,0.222545953,20389408.8,2011,139878.0073
3593,Bluefin Solutions,4619536.069,0.2161217,21374698.04,2012,610456.4923
3594,Bluefin Solutions,6518180.343,0.247282352,26359262.17,2013,241690.9378
3595,Bluefin Solutions,9251530.433,0.269292138,34354996.39,2014,-646585.55
3596,Bluefin Solutions,10883567.18,0.284069847,38312996.96,2015,-78487.2633
3597,Bluefin Solutions,10888550.5,0.307356872,35426409.83,2016,-296507.4391
3598,The Charles Stark Draper Laboratory,0,,522049390,2013,0
3599,The Charles Stark Draper Laboratory,0,,565859050,2014,0
3600,The Charles Stark Draper Laboratory,0,,623195842,2015,0
3601,The Charles Stark Draper Laboratory,0,,571825650,2016,0
3603,Speedway Motorsports,0,,480649000,2013,42351000
3613,Speedway Motorsports,0,,512156000,2016,-21651000
3617,Speedway Motorsports,0,,453589000,2017,103875000
3621,Speedway Motorsports,0,,461914000,2018,-12926000
3624,Natural World Products,214292.6537,0.99421992,215538.4833,1999,0
3625,Natural World Products,0,,308417.5699,2000,0
3626,Natural World Products,0,,489767.998,2001,0
3627,Natural World Products,6394253.937,0.486356597,13147254.47,2010,-231346.8148
3628,Natural World Products,7106854.751,0.506795861,14023111.28,2011,-406531.6323
3629,Natural World Products,0,,15050018.7,2012,-591286.9126
3630,Natural World Products,0,,27338364.62,2013,-823510.7915
3631,Natural World Products,0,,30613426.33,2014,-395422.57
3632,Natural World Products,0,,19684586.95,2015,-387070.5285
3633,Greenlane,20570397,0.233065974,88259975,2017,182533
3634,Greenlane,35735363,0.199711491,178934937,2018,319321
3637,Redding Bank of Commerce,37325000,0.91476117,40803000,2013,4399000
3643,Redding Bank of Commerce,36953000,0.881176078,41936000,2015,3462000
3647,Redding Bank of Commerce,39826000,0.892879562,44604000,2016,1958000
3651,Redding Bank of Commerce,46186000,0.909656707,50773000,2017,6928000
3655,Redding Bank of Commerce,51565000,0.909114951,56720000,2018,3629000
3658,Piedmont Natural Gas Company,0,,1278229000,2012,0
3662,Piedmont Natural Gas Company,0,,1469988000,2014,-11642000
3666,Piedmont Natural Gas Company,0,,1371718000,2014,-13288000
3670,Piedmont Natural Gas Company,0,,1148700000,2015,124200000
3674,Piedmont Natural Gas Company,0,,23565000000,2017,0
3678,Piedmont Natural Gas Company,0,,24521000000,2018,0
3680,Sanwa Holdings,960262892.8,0.293437537,3272460989,2016,75884198.59
3681,Sanwa Holdings,1040363394,0.291741968,3566039542,2017,88394411.91
3682,Wonderful Company,0,,4800000000,2015,0
3683,Hoya,4222913581,0.843935303,5003835678,2017,231397338.1
3687,Carpenter Technology,0,,2173000000,2013,0
3691,Carpenter Technology,318300000,0.142946962,2226700000,2014,30400000
3695,Carpenter Technology,278400000,0.153523768,1813400000,2015,10200000
3699,Carpenter Technology,284300000,0.158155318,1797600000,2016,23200000
3703,Carpenter Technology,382200000,0.177133058,2157700000,2017,28300000
3707,Carpenter Technology,0,,0,2018,49000000
3708,Universum,0,,25165873.55,2014,0
3709,Universum,0,,32484579.31,2015,0
3710,Bozzuto's,0,,2200000000,2018,0
3711,Alca Fasteners,5305478.621,0.633391552,8376301.518,2014,674745.036
3712,Alca Fasteners,2317802.389,0.456851911,5073421.683,2015,352661.9615
3713,Alca Fasteners,2370477.31,0.516589688,4588704.278,2016,152327.5823
3717,Caterpillar,10493000000,0.272283779,38537000000,2016,192000000
3721,Caterpillar,14413000000,0.317034006,45462000000,2017,3339000000
3725,Caterpillar,17725000000,0.323909945,54722000000,2018,1698000000
3726,LoopUp,2734595.92,0.601369863,4547277.953,2010,175661.9702
3727,LoopUp,3492060.302,0.663431953,5263629.959,2011,205561.8801
3728,LoopUp,4096287.647,0.665587045,6154398.106,2012,312703.2236
3729,LoopUp,5448012.737,0.72292941,7536023.106,2013,316440.7124
3730,LoopUp,7265678.088,0.728817796,9969128.269,2014,403648.7827
3731,LoopUp,5644853.81,0.791855994,7128636.835,2015,629143.936
3732,LoopUp,7456290.014,0.813621533,9164322.362,2016,622914.7881
3733,LoopUp,8207525.248,0.800972644,10246948.26,2017,1579711.903
3734,LoopUp,9999028.179,0.796230159,12557962.13,2018,1306875.225
3735,Electrix International,0,,0,1997,-271185.953
3736,Electrix International,0,,0,1998,-326457.1821
3737,Electrix International,0,,0,2000,-212392.7636
3738,Electrix International,0,,0,2001,-254894.2396
3739,Electrix International,0,,0,2002,-333763.9726
3740,Electrix International,0,,0,2003,-308234.4329
3741,Electrix International,0,,0,2004,-378663.6705
3742,Electrix International,0,,0,2005,-58948.91806
3743,Electrix International,0,,0,2006,-135629.7285
3744,Electrix International,0,,0,2007,-454451.2211
3745,Electrix International,0,,7214511.868,2008,-461158.7676
3746,Electrix International,0,,6538430.057,2009,-401066.178
3747,Electrix International,0,,7363483.185,2010,-551245.9501
3748,Electrix International,0,,8480118.988,2011,-553742.5925
3749,Electrix International,0,,11147716.69,2012,-818110.1203
3750,Electrix International,0,,8702798.567,2013,-631989.4107
3751,Electrix International,0,,9278074.078,2014,-442032.7919
3752,Electrix International,4537107,0.625394066,7254797.013,2015,-82240.94781
3753,Electrix International,6595685.892,0.635677413,10375838.05,2016,-284622.225
3754,Electrix International,7211311.331,0.632165451,11407316.42,2017,-489620.9901
3755,Ruhnn,30002800.04,0.368010554,81527009.82,2016,2150334.776
3756,Ruhnn,42913973.71,0.321022842,133678879.2,2017,2235067.295
3757,Ruhnn,48253564.6,0.312815732,154255556,2018,1468967.245
3761,AEON Global Health,1797000,0.323434125,5556000,2013,0
3765,AEON Global Health,1812000,0.491190024,3689000,2014,0
3770,AEON Global Health,27699797,0.80110664,34576916,2015,324704
3774,AEON Global Health,15998326,0.792044526,20198771,2016,-26647781
3778,AEON Global Health,12498970,0.766754162,16301144,2017,-6096902
3785,PPG Industries,6688000000,0.45339299,14751000000,2016,241000000
3789,PPG Industries,6546000000,0.44379661,14750000000,2017,616000000
3793,PPG Industries,6373000000,0.414531026,15374000000,2018,353000000
3796,Cello Health,115433585.2,0.560647683,205893270.7,2016,1021580.252
3797,Cello Health,127678834.1,0.601815675,212156046.1,2017,1979623.197
3798,Cello Health,130582862.9,0.633050057,206275730.5,2018,2243739.067
3804,1-800 Flowers,712283000,0.941743517,756345000,2014,8403000
3808,1-800 Flowers,487195000,0.434411408,1121506000,2015,0
3811,1-800 Flowers,517458000,0.441131639,1173024000,2016,0
3814,1-800 Flowers,520281000,0.435883129,1193625000,2016,11968000
3817,1-800 Flowers,489025000,0.424529981,1151921000,2017,-2769000
3821,1-800 Flowers,526121000,0.421360971,1248623000,2018,8217000
