displayName,date,description,name,value,tags,major_tags,stocksSummary,valuation,competitors_groups
Berry Global,1/20/17,,AEP Industries,765000000 USD,"['coatings', 'consumer goods', 'Manufacturing & Industrial', 'polymers', 'plastic', 'Healthcare', 'packaging', 'engineering']","['Manufacturing & Industrial', 'Healthcare']",5021121000,5021121000 USD,775
Best Buy,6/3/19,,Critical Signal Technologies Inc,,"['consumer goods', 'electronics', 'consumer electronics', 'ecommerce', 'Retail']",['Retail'],17316746100,17316746100 USD,1213
Best Buy,12/8/08,,Dealtree.com,,"['consumer goods', 'electronics', 'consumer electronics', 'ecommerce', 'Retail']",['Retail'],17316746100,17316746100 USD,1213
Best Buy,2/16/09,,Five Star Appliance,,"['consumer goods', 'electronics', 'consumer electronics', 'ecommerce', 'Retail']",['Retail'],17316746100,17316746100 USD,1213
Best Buy,10/24/02,Geek Squad is the first national 24-hour task force dedicated to solving the worlds technology challenges.,Geek Squad,,"['consumer goods', 'electronics', 'consumer electronics', 'ecommerce', 'Retail']",['Retail'],17316746100,17316746100 USD,1213
Best Buy,8/15/18,GreatCall provides mobile health and safety solutions for older adults and their family caregivers.,GreatCall,800000000 USD,"['consumer goods', 'electronics', 'consumer electronics', 'ecommerce', 'Retail']",['Retail'],17316746100,17316746100 USD,1213
Best Buy,5/12/06,,Jiangsu Five Star Appliance,,"['consumer goods', 'electronics', 'consumer electronics', 'ecommerce', 'Retail']",['Retail'],17316746100,17316746100 USD,1213
Best Buy,12/18/00,,Magnolia Hi-Fi,,"['consumer goods', 'electronics', 'consumer electronics', 'ecommerce', 'Retail']",['Retail'],17316746100,17316746100 USD,1213
Best Buy,11/7/11,mindSHIFT Technologiesis a companyproviding CMS implementation services and hosting to private and public sector organizations,mindSHIFT Technologies,167000000 USD,"['consumer goods', 'electronics', 'consumer electronics', 'ecommerce', 'Retail']",['Retail'],17316746100,17316746100 USD,1213
Best Buy,12/8/00,,Musicland Stores Corporation,,"['consumer goods', 'electronics', 'consumer electronics', 'ecommerce', 'Retail']",['Retail'],17316746100,17316746100 USD,1213
Best Buy,9/14/08," Music on your phone, web and everywhere in between!",Napster,121000000 USD,"['consumer goods', 'electronics', 'consumer electronics', 'ecommerce', 'Retail']",['Retail'],17316746100,17316746100 USD,1213
Best Buy,1/16/06,,Pacific Sales,,"['consumer goods', 'electronics', 'consumer electronics', 'ecommerce', 'Retail']",['Retail'],17316746100,17316746100 USD,1213
Best Buy,3/27/07,Speakeasy is an insider's guide to the best places in the city. ,Speakeasy,97000000 USD,"['consumer goods', 'electronics', 'consumer electronics', 'ecommerce', 'Retail']",['Retail'],17316746100,17316746100 USD,1213
Bigbasket,10/18/18,,Raincan,,"['Food & Beverage', 'groceries', 'consumer goods', 'delivery', 'ecommerce', 'Retail']","['Food & Beverage', 'Retail']",1800000000,1800000000 USD,1142
Boohoo,1/9/17,"Nasty Gal is a fashion multichannel retailer selling vintage clothing, shoes and accessories.",Nasty Gal,20000000 USD,"['consumer goods', 'health & beauty', 'accessories', 'ecommerce', 'clothing', 'Retail', 'fashion', 'footwear']",['Retail'],2300000000,,1251
Boohoo,12/14/16,,PrettyLittleThing.com,3300000 GBP,"['consumer goods', 'health & beauty', 'accessories', 'ecommerce', 'clothing', 'Retail', 'fashion', 'footwear']",['Retail'],2300000000,,1251
Bosch,1/14/15,,Climatec,,"['conglomerates', 'consumer goods', 'electronics', 'Manufacturing & Industrial', 'auto parts', 'engineering', 'art', 'Technology', 'self driving', 'internet of things', 'Energy & Utilities', 'cloud']","['Manufacturing & Industrial', 'Technology', 'Energy & Utilities']",67270000,,1053
Bosch,6/2/08,,ersol Solar Energy,546400000 EUR,"['conglomerates', 'consumer goods', 'electronics', 'Manufacturing & Industrial', 'auto parts', 'engineering', 'art', 'Technology', 'self driving', 'internet of things', 'Energy & Utilities', 'cloud']","['Manufacturing & Industrial', 'Technology', 'Energy & Utilities']",604236440,,1053
Bosch,12/19/07,,Health Hero Network,,"['conglomerates', 'consumer goods', 'electronics', 'Manufacturing & Industrial', 'auto parts', 'engineering', 'art', 'Technology', 'self driving', 'internet of things', 'Energy & Utilities', 'cloud']","['Manufacturing & Industrial', 'Technology', 'Energy & Utilities']",67270000,,1053
Bosch,10/24/11,,Inubit,,"['conglomerates', 'consumer goods', 'electronics', 'Manufacturing & Industrial', 'auto parts', 'engineering', 'art', 'Technology', 'self driving', 'internet of things', 'Energy & Utilities', 'cloud']","['Manufacturing & Industrial', 'Technology', 'Energy & Utilities']",67270000,,1053
Bosch,1/11/17,,ITK Engineering,,"['conglomerates', 'consumer goods', 'electronics', 'Manufacturing & Industrial', 'auto parts', 'engineering', 'art', 'Technology', 'self driving', 'internet of things', 'Energy & Utilities', 'cloud']","['Manufacturing & Industrial', 'Technology', 'Energy & Utilities']",67270000,,1053
Bosch,4/22/15,,ProSyst Software,,"['conglomerates', 'consumer goods', 'electronics', 'Manufacturing & Industrial', 'auto parts', 'engineering', 'art', 'Technology', 'self driving', 'internet of things', 'Energy & Utilities', 'cloud']","['Manufacturing & Industrial', 'Technology', 'Energy & Utilities']",67270000,,1053
Bosch,8/28/15,Seeo is a company that manufactures and distributes rechargeable lithium batteries.,Seeo,,"['conglomerates', 'consumer goods', 'electronics', 'Manufacturing & Industrial', 'auto parts', 'engineering', 'art', 'Technology', 'self driving', 'internet of things', 'Energy & Utilities', 'cloud']","['Manufacturing & Industrial', 'Technology', 'Energy & Utilities']",67270000,,1053
Bosch,2/21/18,"SPLT provides a platform that allows companies, universities and municipal authorities to offer their workforces ridesharing services.",SPLT,,"['conglomerates', 'consumer goods', 'electronics', 'Manufacturing & Industrial', 'auto parts', 'engineering', 'art', 'Technology', 'self driving', 'internet of things', 'Energy & Utilities', 'cloud']","['Manufacturing & Industrial', 'Technology', 'Energy & Utilities']",67270000,,1053
Bosch,10/3/06,,TeleAlarm,,"['conglomerates', 'consumer goods', 'electronics', 'Manufacturing & Industrial', 'auto parts', 'engineering', 'art', 'Technology', 'self driving', 'internet of things', 'Energy & Utilities', 'cloud']","['Manufacturing & Industrial', 'Technology', 'Energy & Utilities']",67270000,,1053
Bosch,6/28/06,,Telex Communications,420000000 USD,"['conglomerates', 'consumer goods', 'electronics', 'Manufacturing & Industrial', 'auto parts', 'engineering', 'art', 'Technology', 'self driving', 'internet of things', 'Energy & Utilities', 'cloud']","['Manufacturing & Industrial', 'Technology', 'Energy & Utilities']",420000000,,1053
British American Tobacco,1/17/17,Reynolds American manufactures and sells cigarettes and other tobacco products.,Reynolds American,49400000 USD,"['tobacco', 'consumer goods', 'Manufacturing & Industrial']",['Manufacturing & Industrial'],96960000000,,1239
Campaign Monitor,1/15/19,Sailthru provides an interest-based personalization and marketing automation platform for omnichannel marketing.,Sailthru,,"['email marketing', 'Marketing', 'enterprise software', 'Technology', 'cloud']","['Marketing', 'Technology']",67270000,,852
Carousell,10/27/16,,Caarly,,"['application software', 'consumer goods', 'ecommerce', 'platform', 'Retail', 'mobile app', 'marketplace']",['Retail'],67270000,,1139
Carousell,1/5/17,Duriana is a mobile marketplace that allows users to sell and buy products.,Duriana,,"['application software', 'consumer goods', 'ecommerce', 'platform', 'Retail', 'mobile app', 'marketplace']",['Retail'],67270000,,1139
Carousell,8/31/16,Watch Over Me is an app that turns your smartphone into a powerful personal safety device.,Watch Over Me,,"['application software', 'consumer goods', 'ecommerce', 'platform', 'Retail', 'mobile app', 'marketplace']",['Retail'],67270000,,1139
Caterpillar,7/1/13,,Berg Propulsion International Pte Ltd.,,"['Manufacturing & Industrial', 'machinery', 'heavy equipment', 'auto parts', 'construction equipment', 'mechanical components', 'art', 'engines']",['Manufacturing & Industrial'],67195630160,67195630160 USD,1275
Caterpillar,11/16/10,Bucyrus-Erie was an American surface and underground mining equipment company. Founded as Bucyrus Foundry and Manufacturing Company in,Bucyrus,8800000000 USD,"['Manufacturing & Industrial', 'machinery', 'heavy equipment', 'auto parts', 'construction equipment', 'mechanical components', 'art', 'engines']",['Manufacturing & Industrial'],67195630160,67195630160 USD,1275
Caterpillar,4/21/15,,Caterpillar Marine Asset Intelligence,,"['Manufacturing & Industrial', 'machinery', 'heavy equipment', 'auto parts', 'construction equipment', 'mechanical components', 'art', 'engines']",['Manufacturing & Industrial'],67195630160,67195630160 USD,1275
Caterpillar,6/30/10,,CleanAir Systems,,"['Manufacturing & Industrial', 'machinery', 'heavy equipment', 'auto parts', 'construction equipment', 'mechanical components', 'art', 'engines']",['Manufacturing & Industrial'],67195630160,67195630160 USD,1275
Caterpillar,11/11/11,,ERA Mining Machinery Limited,887000000 USD,"['Manufacturing & Industrial', 'machinery', 'heavy equipment', 'auto parts', 'construction equipment', 'mechanical components', 'art', 'engines']",['Manufacturing & Industrial'],67195630160,67195630160 USD,1275
Caterpillar,3/28/17,,Kemper Valve & Fittings Corp.,,"['Manufacturing & Industrial', 'machinery', 'heavy equipment', 'auto parts', 'construction equipment', 'mechanical components', 'art', 'engines']",['Manufacturing & Industrial'],67195630160,67195630160 USD,1275
Caterpillar,11/1/11,,MWM,,"['Manufacturing & Industrial', 'machinery', 'heavy equipment', 'auto parts', 'construction equipment', 'mechanical components', 'art', 'engines']",['Manufacturing & Industrial'],67195630160,67195630160 USD,1275
Caterpillar,8/31/11,The Pyroban Group Ltd was formed in 1995 to direct the individual Pyroban explosion protection companies across the world.,Pyroban Group,,"['Manufacturing & Industrial', 'machinery', 'heavy equipment', 'auto parts', 'construction equipment', 'mechanical components', 'art', 'engines']",['Manufacturing & Industrial'],67195630160,67195630160 USD,1275
Caterpillar,7/6/10,,Underground Imaging Technologies Inc,,"['Manufacturing & Industrial', 'machinery', 'heavy equipment', 'auto parts', 'construction equipment', 'mechanical components', 'art', 'engines']",['Manufacturing & Industrial'],67195630160,67195630160 USD,1275
Caterpillar,5/5/17,Yard Club is a website where users can find rental construction equipment available in their area.,Yard Club,,"['Manufacturing & Industrial', 'machinery', 'heavy equipment', 'auto parts', 'construction equipment', 'mechanical components', 'art', 'engines']",['Manufacturing & Industrial'],67195630160,67195630160 USD,1275
Clorox,3/12/18,"Nutranext is a health and wellness company, that manufactures and markets dietary supplement brands in the retail and e-commerce channels, as well as in its direct-to-consumer business.

",Nutranext,,"['Food & Beverage', 'consumer goods', 'Manufacturing & Industrial', 'home care', 'chemicals']","['Food & Beverage', 'Manufacturing & Industrial']",18837904340,18837904340 USD,1181
Debenhams,11/13/09,,Magasin,12300000 GBP,"['consumer goods', 'electronics', 'health & beauty', 'accessories', 'ecommerce', 'clothing', 'Retail']",['Retail'],536860000,,1264
DICK’S Sporting Goods,8/19/16,,Affinity Sports,,"['consumer goods', 'sport', 'ecommerce', 'clothing', 'Retail', 'used goods', 'footwear']",['Retail'],3515732325,3515732325 USD,1224
DICK’S Sporting Goods,11/25/07,,Chick's Sporting Goods,,"['consumer goods', 'sport', 'ecommerce', 'clothing', 'Retail', 'used goods', 'footwear']",['Retail'],3515732325,3515732325 USD,1224
DICK’S Sporting Goods,6/21/04,,Galyan's Trading Company,,"['consumer goods', 'sport', 'ecommerce', 'clothing', 'Retail', 'used goods', 'footwear']",['Retail'],3515732325,3515732325 USD,1224
DICK’S Sporting Goods,11/29/16,,GameChanger Media,,"['consumer goods', 'sport', 'ecommerce', 'clothing', 'Retail', 'used goods', 'footwear']",['Retail'],3515732325,3515732325 USD,1224
DICK’S Sporting Goods,11/12/06,,Golf Galaxy,,"['consumer goods', 'sport', 'ecommerce', 'clothing', 'Retail', 'used goods', 'footwear']",['Retail'],3515732325,3515732325 USD,1224
Edgewell Personal Care,10/31/16,,Bulldog Skincare For Men,,"['consumer goods', 'Manufacturing & Industrial', 'health & beauty', 'distribution', 'holding company', 'Retail']","['Manufacturing & Industrial', 'Retail']",1660034650,1660034650 USD,1017
Edgewell Personal Care,5/6/19,Harry's is a company that manufactures and sells shaving equipment via mail order.,Harry's,1300000000 USD,"['consumer goods', 'Manufacturing & Industrial', 'health & beauty', 'distribution', 'holding company', 'Retail']","['Manufacturing & Industrial', 'Retail']",1660034650,1660034650 USD,1017
Edgewell Personal Care,3/1/18,,Jack Black,185000000 USD,"['consumer goods', 'Manufacturing & Industrial', 'health & beauty', 'distribution', 'holding company', 'Retail']","['Manufacturing & Industrial', 'Retail']",1660034650,1660034650 USD,1017
Electrolux,2/2/17,Anova is reinventing cooking for the home chef by combining hardware and software that enables users to easily create amazing tasting food.,Anova Culinary,250000000 USD,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'appliances']",['Manufacturing & Industrial'],85070000000,,1221
Electrolux,3/2/17,,Grindmaster-Cecilware,108000000 USD,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'appliances']",['Manufacturing & Industrial'],85070000000,,1221
Electrolux,11/10/16,,Kwikot (Pty) Ltd.,3200000000 ZAR,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'appliances']",['Manufacturing & Industrial'],85070000000,,1221
Electrolux,7/10/11,,Olympic Group,,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'appliances']",['Manufacturing & Industrial'],85070000000,,1221
Electrolux,1/22/18,,Schneidereit,,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'appliances']",['Manufacturing & Industrial'],85070000000,,1221
Electrolux,6/29/16,,Vintec,,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'appliances']",['Manufacturing & Industrial'],85070000000,,1221
Etsy,6/23/14,"A Little Market, a Paris-based online marketplace for handmade items",A Little Market,,"['consumer goods', 'ecommerce', 'Retail', 'used goods', 'marketplace']",['Retail'],12265985846,12265985846 USD,1313
Etsy,12/18/09,Adtuitive is a contextually-driven ad platform working with publishers to provide search and display marketing solutions for retailers.,Adtuitive,,"['consumer goods', 'ecommerce', 'Retail', 'used goods', 'marketplace']",['Retail'],12265985846,12265985846 USD,1313
Etsy,9/19/16,,"Blackbird Technologies , Inc.",,"['consumer goods', 'ecommerce', 'Retail', 'used goods', 'marketplace']",['Retail'],12265985846,12265985846 USD,1313
Etsy,4/24/14,Grand St. is a marketplace for creative technology.,Grand St.,10000000 USD,"['consumer goods', 'ecommerce', 'Retail', 'used goods', 'marketplace']",['Retail'],12265985846,12265985846 USD,1313
Etsy,1/22/13,Lascaux Co. develops social networking applications for mobile devices.,Lascaux Co.,,"['consumer goods', 'ecommerce', 'Retail', 'used goods', 'marketplace']",['Retail'],12265985846,12265985846 USD,1313
Etsy,7/22/19,"Reverb.com is the online marketplace for musicians to buy, sell and learn about new, used, vintage and handmade music gear.",Reverb,275000000 USD,"['consumer goods', 'ecommerce', 'Retail', 'used goods', 'marketplace']",['Retail'],12265985846,12265985846 USD,1313
Etsy,5/1/12,Trunkt is an online wholesale marketplace selling artisanal goods.,Trunkt,,"['consumer goods', 'ecommerce', 'Retail', 'used goods', 'marketplace']",['Retail'],12265985846,12265985846 USD,1313
Excelligence Learning,3/13/17,ChildCare Education Institute is an online training provider in the early child care industry.,ChildCare Education Institute,,"['consumer goods', 'Manufacturing & Industrial', 'Education', 'distribution', 'Retail']","['Manufacturing & Industrial', 'Education', 'Retail']",67270000,,384
Fellowes Brands,11/14/17,ESi Ergonomic Solutions designs and manufactures ergonomic furniture and work tools.,ESi Ergonomic Solutions,,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'consumer electronics', 'accessories', 'lighting', 'hvac', 'furniture']",['Manufacturing & Industrial'],67270000,,996
Fellowes Brands,9/30/14,,"Optrix, Inc.",,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'consumer electronics', 'accessories', 'lighting', 'hvac', 'furniture']",['Manufacturing & Industrial'],67270000,,996
Fellowes Brands,8/14/19,"Trendway Corporation, manufacturers of office furniture systems, movable walls, and seating that create better places for people to work and enjoy.",Trendway Corporation,,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'consumer electronics', 'accessories', 'lighting', 'hvac', 'furniture']",['Manufacturing & Industrial'],67270000,,996
Flipkart,4/29/15,Mobile Marketing Automation Platform,Appiterate,,"['consumer goods', 'electronics', 'consumer products & services', 'consumer electronics', 'ecommerce', 'platform', 'Technology', 'Retail', 'marketplace']","['Technology', 'Retail']",67270000,,1115
Flipkart,8/1/17,,ebay india,,"['consumer goods', 'electronics', 'consumer products & services', 'consumer electronics', 'ecommerce', 'platform', 'Technology', 'Retail', 'marketplace']","['Technology', 'Retail']",67270000,,1115
Flipkart,9/26/17,,F1 Info Solutions & Services,,"['consumer goods', 'electronics', 'consumer products & services', 'consumer electronics', 'ecommerce', 'platform', 'Technology', 'Retail', 'marketplace']","['Technology', 'Retail']",67270000,,1115
Flipkart,9/1/15,,FX Mart,6800000 USD,"['consumer goods', 'electronics', 'consumer products & services', 'consumer electronics', 'ecommerce', 'platform', 'Technology', 'Retail', 'marketplace']","['Technology', 'Retail']",6800000,,1115
Flipkart,8/21/18,,Liv.ai,,"['consumer goods', 'electronics', 'consumer products & services', 'consumer electronics', 'ecommerce', 'platform', 'Technology', 'Retail', 'marketplace']","['Technology', 'Retail']",67270000,,1115
Flipkart,10/17/11,,Mallers,,"['consumer goods', 'electronics', 'consumer products & services', 'consumer electronics', 'ecommerce', 'platform', 'Technology', 'Retail', 'marketplace']","['Technology', 'Retail']",67270000,,1115
Flipkart,12/3/15,MapMyIndia is one of India's leading mapping data companies and also runs a consumer portal as an outlet for this.,MapMyIndia,,"['consumer goods', 'electronics', 'consumer products & services', 'consumer electronics', 'ecommerce', 'platform', 'Technology', 'Retail', 'marketplace']","['Technology', 'Retail']",67270000,,1115
Flipkart,5/22/14,Myntra is a company which offers an e-commerce store for fashion and lifestyle products.,Myntra,300000000 USD,"['consumer goods', 'electronics', 'consumer products & services', 'consumer electronics', 'ecommerce', 'platform', 'Technology', 'Retail', 'marketplace']","['Technology', 'Retail']",300000000,,1115
Flipkart,4/1/16,"PhonePe is a mobile payments app that allows users to transfer money instantly to anyone, by using just their mobile number. ",PhonePe,,"['consumer goods', 'electronics', 'consumer products & services', 'consumer electronics', 'ecommerce', 'platform', 'Technology', 'Retail', 'marketplace']","['Technology', 'Retail']",67270000,,1115
Flipkart,9/9/18,"Upstream Commerce provides cloud-based, automated competitive pricing and product analytics solutions for online retailers.",Upstream Commerce,,"['consumer goods', 'electronics', 'consumer products & services', 'consumer electronics', 'ecommerce', 'platform', 'Technology', 'Retail', 'marketplace']","['Technology', 'Retail']",67270000,,1115
Gap,1/3/13,,Intermix,130000000 USD,"['consumer goods', 'sport', 'accessories', 'ecommerce', 'clothing', 'Retail', 'fashion', 'footwear']",['Retail'],6114070760,6114070760 USD,633
Gap,12/5/16,Weddington Way is an online boutique for bridal party fashion.,Weddington Way,,"['consumer goods', 'sport', 'accessories', 'ecommerce', 'clothing', 'Retail', 'fashion', 'footwear']",['Retail'],6114070760,6114070760 USD,633
H-E-B,2/15/18, Favor Delivery provides a mobile-based food delivery application designed to deliver restaurant based food.,Favor Delivery,,"['groceries', 'consumer goods', 'Marketing', 'ecommerce', 'clothing', 'platform', 'marketplace']",['Marketing'],67270000,,894
Hanesbrands,2/8/18,Bras N Things is a women's apparel and accessories company offering its products through its retail network.,Bras N Things,400000000 USD,"['consumer goods', 'Manufacturing & Industrial', 'sport', 'accessories', 'ecommerce', 'clothing', 'lifestyle', 'Retail', 'footwear']","['Manufacturing & Industrial', 'Retail']",5231527210,5231527210 USD,1243
Hasbro,7/8/13,Backflip Studios develops and publishes mobile games for iOS and Android devices.,Backflip Studios,112000000 USD,"['media', 'consumer goods', 'Manufacturing & Industrial', 'leisure', 'toys', 'games', 'Media & Entertainment', 'kids', 'Retail', 'television']","['Manufacturing & Industrial', 'Media & Entertainment', 'Retail']",14911910160,14911910160 USD,968
Hasbro,7/13/16,,Boulder Media,,"['media', 'consumer goods', 'Manufacturing & Industrial', 'leisure', 'toys', 'games', 'Media & Entertainment', 'kids', 'Retail', 'television']","['Manufacturing & Industrial', 'Media & Entertainment', 'Retail']",14911910160,14911910160 USD,968
Hasbro,8/22/19,Entertainment One is an online platform that provides its users with media content.,Entertainment One,3300000000 GBP,"['media', 'consumer goods', 'Manufacturing & Industrial', 'leisure', 'toys', 'games', 'Media & Entertainment', 'kids', 'Retail', 'television']","['Manufacturing & Industrial', 'Media & Entertainment', 'Retail']",14911910160,14911910160 USD,968
Herman Miller,3/30/10,Colebrook Bosson Saunders (CBS) believes passionately in designing ergonomic solutions that create space & comfort in workplace environments.,Colebrook Bosson Saunders,,"['consumer goods', 'Manufacturing & Industrial', 'consumer products & services', 'textiles', 'home improvement', 'home & garden', 'Real Estate & Construction', 'ecommerce', 'interior design', 'Retail', 'furniture']","['Manufacturing & Industrial', 'Real Estate & Construction', 'Retail']",2601328700,2601328700 USD,1114
Herman Miller,7/17/14,"Design Within Reach, a retailer based in the US and Canada, is involved in selling and marketing home and office furnishings.",Design Within Reach,154000000 USD,"['consumer goods', 'Manufacturing & Industrial', 'consumer products & services', 'textiles', 'home improvement', 'home & garden', 'Real Estate & Construction', 'ecommerce', 'interior design', 'Retail', 'furniture']","['Manufacturing & Industrial', 'Real Estate & Construction', 'Retail']",2601328700,2601328700 USD,1114
Herman Miller,6/6/18,,Maars Living Walls,,"['consumer goods', 'Manufacturing & Industrial', 'consumer products & services', 'textiles', 'home improvement', 'home & garden', 'Real Estate & Construction', 'ecommerce', 'interior design', 'Retail', 'furniture']","['Manufacturing & Industrial', 'Real Estate & Construction', 'Retail']",2601328700,2601328700 USD,1114
Herman Miller,4/24/13,,Maharam Fabric Corporation,156000000 USD,"['consumer goods', 'Manufacturing & Industrial', 'consumer products & services', 'textiles', 'home improvement', 'home & garden', 'Real Estate & Construction', 'ecommerce', 'interior design', 'Retail', 'furniture']","['Manufacturing & Industrial', 'Real Estate & Construction', 'Retail']",2601328700,2601328700 USD,1114
Herman Miller,1/31/11,,Nemschoff Inc,63000000 USD,"['consumer goods', 'Manufacturing & Industrial', 'consumer products & services', 'textiles', 'home improvement', 'home & garden', 'Real Estate & Construction', 'ecommerce', 'interior design', 'Retail', 'furniture']","['Manufacturing & Industrial', 'Real Estate & Construction', 'Retail']",2601328700,2601328700 USD,1114
Herman Miller,4/3/12,,POSH Office Systems,50000000 USD,"['consumer goods', 'Manufacturing & Industrial', 'consumer products & services', 'textiles', 'home improvement', 'home & garden', 'Real Estate & Construction', 'ecommerce', 'interior design', 'Retail', 'furniture']","['Manufacturing & Industrial', 'Real Estate & Construction', 'Retail']",2601328700,2601328700 USD,1114
Ikea,9/28/17,"TaskRabbit is an online and mobile marketplace that allows users to get help with their everyday chores such as cleaning, delivery, moving and handyman services.",TaskRabbit,,"['consumer goods', 'Manufacturing & Industrial', 'appliances', 'Retail', 'furniture']","['Manufacturing & Industrial', 'Retail']",67270000,,276
Instacart,1/16/18,"Unata powers the future of 1-to-1 omni-commerce, delivering seamless and intuitive customer experiences that are more inter-connected, engaging and personal.",Unata,,"['Food & Beverage', 'groceries', 'delivery', 'ecommerce', 'Technology', 'consumer software']","['Food & Beverage', 'Technology']",7600000000,7600000000 USD,1308
Instacart,8/4/15,Wedding Party is an app that collects wedding photos from guests and provides updates on the wedding details.,Wedding Party,,"['Food & Beverage', 'groceries', 'delivery', 'ecommerce', 'Technology', 'consumer software']","['Food & Beverage', 'Technology']",7600000000,7600000000 USD,1308
J.M. Smucker,4/4/18,"Ainsworth Pet Nutrition is focused entirely on pets, and has a stated goal of changing the way consumers shop for Super Premium pet food.",Ainsworth Pet Nutrition,1700000000 USD,"['Food & Beverage', 'consumer goods', 'Manufacturing & Industrial', 'packaging']","['Food & Beverage', 'Manufacturing & Industrial']",12121021440,12121021440 USD,947
Jet.com,2/28/16,Hayneedle (formerly known as NetShops) is an online retail company that offers home and lifestyle products.,Hayneedle,80000000 USD,"['consumer goods', 'electronics', 'consumer electronics', 'accessories', 'ecommerce', 'clothing', 'Technology', 'Retail', 'footwear']","['Technology', 'Retail']",80000000,,1155
Jet.com,3/16/17,ModCloth is an e-tailer of vintage-inspired fashion and decor.,ModCloth,,"['consumer goods', 'electronics', 'consumer electronics', 'accessories', 'ecommerce', 'clothing', 'Technology', 'Retail', 'footwear']","['Technology', 'Retail']",67270000,,1155
John Lewis Partnership,2/5/01,,Buy.Com Limited,,"['consumer goods', 'health & beauty', 'home & garden', 'ecommerce', 'art', 'insurance', 'Financial Services', 'gifts', 'Retail', 'department stores']","['Financial Services', 'Retail']",67270000,,1066
Johnson & Johnson,9/16/16,Refractive Technologies,Abott Medical Optics,4330000000 USD,"['conglomerates', 'consumer goods', 'Manufacturing & Industrial', 'health & beauty', 'medical devices', 'consumer chemistry', 'pharma', 'Healthcare']","['Manufacturing & Industrial', 'Healthcare']",3.41E+11,341033547400 USD,1060
Johnson & Johnson,1/26/17,"Actelion Pharmaceuticals Ltd is a biopharmaceutical company focusing on the discovery, development and commercialization of innovative treatments to serve high unmet medical needs.",Actelion Pharmaceuticals,30000000000 USD,"['conglomerates', 'consumer goods', 'Manufacturing & Industrial', 'health & beauty', 'medical devices', 'consumer chemistry', 'pharma', 'Healthcare']","['Manufacturing & Industrial', 'Healthcare']",3.41E+11,341033547400 USD,1060
Johnson & Johnson,9/30/14,Alios BioPharma is a biotechnology company developing novel medicines for the treatment of viral diseases.,Alios BioPharma,1750000000 USD,"['conglomerates', 'consumer goods', 'Manufacturing & Industrial', 'health & beauty', 'medical devices', 'consumer chemistry', 'pharma', 'Healthcare']","['Manufacturing & Industrial', 'Healthcare']",3.41E+11,341033547400 USD,1060
Johnson & Johnson,6/17/13,Aragon Pharmaceuticals develops therapeutics for the treatment of hormone-resistant cancers such as prostate and breast cancer.,Aragon Pharmaceuticals,1000000000 USD,"['conglomerates', 'consumer goods', 'Manufacturing & Industrial', 'health & beauty', 'medical devices', 'consumer chemistry', 'pharma', 'Healthcare']","['Manufacturing & Industrial', 'Healthcare']",3.41E+11,341033547400 USD,1060
Johnson & Johnson,1/23/19,Auris Health is a company that develops robotics technology for medical applications. ,Auris Health,3400000000 USD,"['conglomerates', 'consumer goods', 'Manufacturing & Industrial', 'health & beauty', 'medical devices', 'consumer chemistry', 'pharma', 'Healthcare']","['Manufacturing & Industrial', 'Healthcare']",3.41E+11,341033547400 USD,1060
Johnson & Johnson,10/23/18,,Ci:z Holdings,2100000000 USD,"['conglomerates', 'consumer goods', 'Manufacturing & Industrial', 'health & beauty', 'medical devices', 'consumer chemistry', 'pharma', 'Healthcare']","['Manufacturing & Industrial', 'Healthcare']",3.41E+11,341033547400 USD,1060
Johnson & Johnson,2/1/07,,Conor MedSystems,,"['conglomerates', 'consumer goods', 'Manufacturing & Industrial', 'health & beauty', 'medical devices', 'consumer chemistry', 'pharma', 'Healthcare']","['Manufacturing & Industrial', 'Healthcare']",3.41E+11,341033547400 USD,1060
Johnson & Johnson,9/26/15,"Skin Care, Beauty","NeoStrata Company, Inc.",,"['conglomerates', 'consumer goods', 'Manufacturing & Industrial', 'health & beauty', 'medical devices', 'consumer chemistry', 'pharma', 'Healthcare']","['Manufacturing & Industrial', 'Healthcare']",3.41E+11,341033547400 USD,1060
Johnson & Johnson,11/8/15,"Novira Therapeutics is focused on the discovery and development of first-in-class therapies for the treatment of chronic hepatitis B (CHB) infection, a global disease with a high level of unmet medical need.",Novira Therapeutics,,"['conglomerates', 'consumer goods', 'Manufacturing & Industrial', 'health & beauty', 'medical devices', 'consumer chemistry', 'pharma', 'Healthcare']","['Manufacturing & Industrial', 'Healthcare']",3.41E+11,341033547400 USD,1060
Johnson & Johnson,2/20/18,,Orthotaxy,,"['conglomerates', 'consumer goods', 'Manufacturing & Industrial', 'health & beauty', 'medical devices', 'consumer chemistry', 'pharma', 'Healthcare']","['Manufacturing & Industrial', 'Healthcare']",3.41E+11,341033547400 USD,1060
