displayName,date,description,name,value,tags,major_tags,stocksSummary,valuation,competitors_groups
Amazon,5/23/07,publishes audio books,Brilliance Audio,,"['consumer goods', 'electronics', 'consumer electronics', 'ecommerce', 'platform', 'Technology', 'Retail', 'cloud', 'marketplace']","['Technology', 'Retail']",8.52E+11,851792685440 USD,1194
Amazon,10/7/10,BuyVIP is an online shopping club offering discounts for members on fashion and lifestyle brands.,BuyVIP,29660000 USD,"['consumer goods', 'electronics', 'consumer electronics', 'ecommerce', 'platform', 'Technology', 'Retail', 'cloud', 'marketplace']","['Technology', 'Retail']",8.52E+11,851792685440 USD,1194
Amazon,4/10/19,We are an industrial robotics company changing the way materials are moved.,Canvas Technology,,"['consumer goods', 'electronics', 'consumer electronics', 'ecommerce', 'platform', 'Technology', 'Retail', 'cloud', 'marketplace']","['Technology', 'Retail']",8.52E+11,851792685440 USD,1194
Amazon,12/4/02,CDNow is an online retailer of music-related goods.,CDNOW,,"['consumer goods', 'electronics', 'consumer electronics', 'ecommerce', 'platform', 'Technology', 'Retail', 'cloud', 'marketplace']","['Technology', 'Retail']",8.52E+11,851792685440 USD,1194
Amazon,7/14/16,Cloud9 is a web development company.,Cloud9,,"['consumer goods', 'electronics', 'consumer electronics', 'ecommerce', 'platform', 'Technology', 'Retail', 'cloud', 'marketplace']","['Technology', 'Retail']",8.52E+11,851792685440 USD,1194
Amazon,4/30/15,,Clusterk,,"['consumer goods', 'electronics', 'consumer electronics', 'ecommerce', 'platform', 'Technology', 'Retail', 'cloud', 'marketplace']","['Technology', 'Retail']",8.52E+11,851792685440 USD,1194
Amazon,4/10/14,"Comixology delivers a cloud-based digital comics platform that enables users to discover, buy and read comics.",Comixology,,"['consumer goods', 'electronics', 'consumer electronics', 'ecommerce', 'platform', 'Technology', 'Retail', 'cloud', 'marketplace']","['Technology', 'Retail']",8.52E+11,851792685440 USD,1194
Amazon,10/4/99,,Convergence Corporation,23000000 USD,"['consumer goods', 'electronics', 'consumer electronics', 'ecommerce', 'platform', 'Technology', 'Retail', 'cloud', 'marketplace']","['Technology', 'Retail']",8.52E+11,851792685440 USD,1194
Amazon,7/8/05,CustomFlix launched in 2002 when four colleagues decided to make widespread distribution easier for independent filmmakersthey started,CustomFlix,,"['consumer goods', 'electronics', 'consumer electronics', 'ecommerce', 'platform', 'Technology', 'Retail', 'cloud', 'marketplace']","['Technology', 'Retail']",8.52E+11,851792685440 USD,1194
Amazon,2/7/19,Dispatch is building a fleet of autonomous delivery vehicles.,Dispatch,,"['consumer goods', 'electronics', 'consumer electronics', 'ecommerce', 'platform', 'Technology', 'Retail', 'cloud', 'marketplace']","['Technology', 'Retail']",8.52E+11,851792685440 USD,1194
Amazon,2/6/14,Double Helix Games is an independent game studio with a history that stretches back almost 20 years.,Double Helix Games,,"['consumer goods', 'electronics', 'consumer electronics', 'ecommerce', 'platform', 'Technology', 'Retail', 'cloud', 'marketplace']","['Technology', 'Retail']",8.52E+11,851792685440 USD,1194
Amazon,5/1/07,dpreview is a digital camera review site publishing reviews and news on the latest digital cameras.,dpreview,,"['consumer goods', 'electronics', 'consumer electronics', 'ecommerce', 'platform', 'Technology', 'Retail', 'cloud', 'marketplace']","['Technology', 'Retail']",8.52E+11,851792685440 USD,1194
Amazon,7/31/19,E8 Storage provides the next generation of flash storage with a rack-scale architecture for the enterprise and software-defined cloud.,E8 Storage,,"['consumer goods', 'electronics', 'consumer electronics', 'ecommerce', 'platform', 'Technology', 'Retail', 'cloud', 'marketplace']","['Technology', 'Retail']",8.52E+11,851792685440 USD,1194
Amazon,2/12/19,eero offers a Wi-Fi system for use in households.,eero,,"['consumer goods', 'electronics', 'consumer electronics', 'ecommerce', 'platform', 'Technology', 'Retail', 'cloud', 'marketplace']","['Technology', 'Retail']",8.52E+11,851792685440 USD,1194
Amazon,9/3/15,Elemental Technologies is a supplier of software-defined video solutions for multiscreen content delivery.,Elemental Technologies,500000000 USD,"['consumer goods', 'electronics', 'consumer electronics', 'ecommerce', 'platform', 'Technology', 'Retail', 'cloud', 'marketplace']","['Technology', 'Retail']",8.52E+11,851792685440 USD,1194
Amazon,2/16/16,"Emvantage offers an online payment gateway platform compatible with credit card, debit card, and net banking.",EMVANTAGE Payments,,"['consumer goods', 'electronics', 'consumer electronics', 'ecommerce', 'platform', 'Technology', 'Retail', 'cloud', 'marketplace']","['Technology', 'Retail']",8.52E+11,851792685440 USD,1194
Amazon,4/17/13,Evi is a technology company focused on knowledge base and semantic search engine software.,Evi,26000000 USD,"['consumer goods', 'electronics', 'consumer electronics', 'ecommerce', 'platform', 'Technology', 'Retail', 'cloud', 'marketplace']","['Technology', 'Retail']",8.52E+11,851792685440 USD,1194
Amazon,4/27/99,,Exchange.Com,,"['consumer goods', 'electronics', 'consumer electronics', 'ecommerce', 'platform', 'Technology', 'Retail', 'cloud', 'marketplace']","['Technology', 'Retail']",8.52E+11,851792685440 USD,1194
Amazon,6/25/08,"Formerly known as Phoenix Textiles Group, Fabric.com is a wholesale distributor of apparel fabrics.",Fabric.com,,"['consumer goods', 'electronics', 'consumer electronics', 'ecommerce', 'platform', 'Technology', 'Retail', 'cloud', 'marketplace']","['Technology', 'Retail']",8.52E+11,851792685440 USD,1194
Amazon,7/8/17,GameSparks is a cloudbased platform for games developers to help them build and monetise their games.,GameSparks,10000000 USD,"['consumer goods', 'electronics', 'consumer electronics', 'ecommerce', 'platform', 'Technology', 'Retail', 'cloud', 'marketplace']","['Technology', 'Retail']",8.52E+11,851792685440 USD,1194
Amazon,3/29/13,"Goodreads is a website allowing users to find, share, recommend and review the books they like.",Goodreads,150000000 USD,"['consumer goods', 'electronics', 'consumer electronics', 'ecommerce', 'platform', 'Technology', 'Retail', 'cloud', 'marketplace']","['Technology', 'Retail']",8.52E+11,851792685440 USD,1194
Amazon,7/20/17,Graphiq (formerly known as FindTheBest) is a semantic technology company that uses artificial intelligence to rapidly create interactive data-driven infographics.,Graphiq,,"['consumer goods', 'electronics', 'consumer electronics', 'ecommerce', 'platform', 'Technology', 'Retail', 'cloud', 'marketplace']","['Technology', 'Retail']",8.52E+11,851792685440 USD,1194
Amazon,10/23/19,,Health Navigator,,"['consumer goods', 'electronics', 'consumer electronics', 'ecommerce', 'platform', 'Technology', 'Retail', 'cloud', 'marketplace']","['Technology', 'Retail']",8.52E+11,851792685440 USD,1194
Amazon,4/27/98,"IMDb is the most authoritative source for movie, TV, and celebrity content. We post new trailers, casting updates, photos, trivia, industry news, and more.",IMDB,,"['consumer goods', 'electronics', 'consumer electronics', 'ecommerce', 'platform', 'Technology', 'Retail', 'cloud', 'marketplace']","['Technology', 'Retail']",8.52E+11,851792685440 USD,1194
Amazon,12/21/17,Immedia Semiconductor develops and markets semiconductor based ISP and video compression technology for consumer electronics.,Immedia,,"['consumer goods', 'electronics', 'consumer electronics', 'ecommerce', 'platform', 'Technology', 'Retail', 'cloud', 'marketplace']","['Technology', 'Retail']",8.52E+11,851792685440 USD,1194
Amazon,9/18/19,,INLT,,"['consumer goods', 'electronics', 'consumer electronics', 'ecommerce', 'platform', 'Technology', 'Retail', 'cloud', 'marketplace']","['Technology', 'Retail']",8.52E+11,851792685440 USD,1194
