,displayName,tags,major_tags
202,HomeAway,"['travel agency', 'booking', 'hospitality', 'Travel & Leisure', 'vacation rental', 'platform', 'hotel', 'rental', 'marketplace']",['Travel & Leisure']
203,CFAO,"['consumer goods', 'Manufacturing & Industrial', 'pharma', 'Healthcare', 'distribution', 'Retail']","['Manufacturing & Industrial', 'Healthcare', 'Retail']"
204,EFT Holdings,"['consumer goods', 'Manufacturing & Industrial', 'distribution', 'beverages', 'Retail', 'nutrition']","['Manufacturing & Industrial', 'Retail']"
205,JRjr33,"['consumer goods', 'holding company', 'Retail']",['Retail']
206,Cca Industries,"['consumer goods', 'Manufacturing & Industrial', 'health & beauty']",['Manufacturing & Industrial']
207,Seen on Screen TV,"['consumer goods', 'ecommerce', 'Retail']",['Retail']
208,Swallowfield,"['consumer goods', 'Manufacturing & Industrial', 'health & beauty', 'cosmetics', 'Marketing', 'home care', 'fitness & wellness']","['Manufacturing & Industrial', 'Marketing']"
209,Trident Brands,"['consumer goods', 'Manufacturing & Industrial', 'supplements', 'holding company', 'Retail', 'nutrition']","['Manufacturing & Industrial', 'Retail']"
210,Universal Corporation,"['e-cigarettes', 'tobacco', 'consumer goods', 'Manufacturing & Industrial']",['Manufacturing & Industrial']
211,Acme United,"['consumer goods', 'Retail']",['Retail']
212,Servotronics,"['consumer goods', 'Manufacturing & Industrial', 'mechanical components']",['Manufacturing & Industrial']
213,Walker & Company Brands,"['consumer goods', 'health & beauty', 'ecommerce', 'Retail']",['Retail']
214,PurpleBricks,"['application software', 'Real Estate & Construction', 'platform', 'property management', 'Technology']","['Real Estate & Construction', 'Technology']"
215,Rahim Brothers,"['groceries', 'consumer goods', 'Retail']",['Retail']
216,Conair,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'health & beauty', 'appliances']",['Manufacturing & Industrial']
217,Hammock Boutique,"['consumer goods', 'Retail', 'bcorp']",['Retail']
218,Able Industrial Products,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'chemicals']",['Manufacturing & Industrial']
219,Ayurshakha,"['consumer goods', 'health & beauty', 'pharma', 'ecommerce', 'Retail', 'marketplace']",['Retail']
220,Holiday Companies,"['Food & Beverage', 'consumer goods', 'petroleum', 'Retail', 'Energy & Utilities']","['Food & Beverage', 'Retail', 'Energy & Utilities']"
221,einhorn,"['consumer goods', 'Manufacturing & Industrial', 'ecommerce', 'Retail', 'bcorp']","['Manufacturing & Industrial', 'Retail']"
222,GrillSymbol,"['consumer goods', 'Manufacturing & Industrial']",['Manufacturing & Industrial']
223,Olympic Arms,"['consumer goods', 'Manufacturing & Industrial', 'sport', 'firearms']",['Manufacturing & Industrial']
224,BEFORE Brands,"['consumer goods', 'Healthcare', 'supplements', 'Retail']","['Healthcare', 'Retail']"
225,gDiapers,"['consumer goods', 'kids', 'Retail', 'bcorp']",['Retail']
226,Beach Camera,"['consumer goods', 'electronics', 'consumer electronics', 'distribution', 'Retail']",['Retail']
227,Goxip,"['consumer goods', 'distribution', 'ecommerce', 'platform', 'Retail', 'fashion', 'marketplace']",['Retail']
228,Japan Tobacco,"['tobacco', 'consumer goods', 'Manufacturing & Industrial', 'Retail']","['Manufacturing & Industrial', 'Retail']"
229,Seychelle Environmental Technologies,"['consumer goods', 'Manufacturing & Industrial', 'water']",['Manufacturing & Industrial']
230,Metro Bank,"['fintech', 'mortgages', 'Financial Services', 'banks']",['Financial Services']
231,Jet.com,"['consumer goods', 'electronics', 'consumer electronics', 'accessories', 'ecommerce', 'clothing', 'Technology', 'Retail', 'footwear']","['Technology', 'Retail']"
232,Harry's,"['consumer goods', 'Manufacturing & Industrial', 'health & beauty']",['Manufacturing & Industrial']
233,Pax Labs,"['tobacco', 'consumer goods', 'Manufacturing & Industrial', 'Technology']","['Manufacturing & Industrial', 'Technology']"
234,Ssense,"['consumer goods', 'luxury', 'ecommerce', 'Retail', 'fashion']",['Retail']
235,Bigbasket,"['Food & Beverage', 'groceries', 'consumer goods', 'delivery', 'ecommerce', 'Retail']","['Food & Beverage', 'Retail']"
236,Walgreens Boots Alliance,"['consumer products & services', 'pharma', 'Healthcare', 'supplements', 'distribution', 'ecommerce', 'fitness & wellness', 'Retail']","['Healthcare', 'Retail']"
237,StockX,"['consumer goods', 'ecommerce', 'Technology', 'Retail', 'footwear', 'marketplace']","['Technology', 'Retail']"
238,IndiaMART,"['consumer goods', 'ecommerce', 'platform', 'Retail', 'marketplace']",['Retail']
239,Astro Lighting,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'home improvement', 'interior design', 'lighting', 'Energy & Utilities']","['Manufacturing & Industrial', 'Energy & Utilities']"
240,Oasis Fashions,"['consumer goods', 'textiles', 'accessories', 'clothing', 'Retail', 'fashion', 'footwear']",['Retail']
241,Cotopaxi,"['consumer goods', 'Manufacturing & Industrial', 'sport', 'ecommerce', 'Retail']","['Manufacturing & Industrial', 'Retail']"
242,Yunji,"['consumer goods', 'ecommerce', 'platform', 'Retail']",['Retail']
243,Toymail,"['consumer goods', 'toys', 'kids', 'Technology', 'mobile app', 'internet of things']",['Technology']
244,LOLA,"[""women's health"", 'consumer goods', 'health & beauty', 'Retail']",['Retail']
245,Carrefour,"['Food & Beverage', 'consumer goods', 'supermarkets', 'Retail']","['Food & Beverage', 'Retail']"
246,Grofers,"['consumer goods', 'delivery', 'ecommerce', 'Technology', 'consumer software', 'mobile app']",['Technology']
247,Shoes of Prey,"['consumer goods', 'ecommerce', 'Retail', 'footwear']",['Retail']
248,Svenska Cellulosa,"['consumer goods', 'Manufacturing & Industrial', 'health & beauty']",['Manufacturing & Industrial']
249,Plantain,"['consumer goods', 'Manufacturing & Industrial', 'health & beauty', 'cosmetics']",['Manufacturing & Industrial']
250,Food52,"['Food & Beverage', 'media', 'consumer goods', 'Media & Entertainment', 'Retail']","['Food & Beverage', 'Media & Entertainment', 'Retail']"
251,LACOSTE,"['consumer goods', 'textiles', 'accessories', 'watches', 'clothing', 'Retail', 'fashion', 'eyewear', 'footwear']",['Retail']
252,Carlsberg,"['beer', 'consumer goods', 'Manufacturing & Industrial', 'beverages', 'Retail']","['Manufacturing & Industrial', 'Retail']"
253,Living Proof,"['consumer goods', 'Manufacturing & Industrial', 'health & beauty', 'cosmetics', 'biotech']",['Manufacturing & Industrial']
254,Guitar Center,"['consumer goods', 'accessories', 'distribution', 'music', 'Retail']",['Retail']
255,Maisons du Monde,"['consumer goods', 'ecommerce', 'Retail']",['Retail']
256,Husqvarna,"['consumer goods', 'Manufacturing & Industrial', 'manufacturing equipment', 'home & garden']",['Manufacturing & Industrial']
257,Trendyol,"['consumer goods', 'ecommerce', 'Retail', 'fashion', 'marketplace']",['Retail']
258,Evolis,"['consumer goods', 'Manufacturing & Industrial', 'project management']",['Manufacturing & Industrial']
259,Juul Labs,"['e-cigarettes', 'consumer goods', 'electronics', 'Manufacturing & Industrial', 'consumer electronics', 'accessories', 'ecommerce', 'Retail']","['Manufacturing & Industrial', 'Retail']"
260,Rubicon Project,"['Marketing', 'adtech', 'enterprise software', 'platform', 'advertising', 'Technology', 'cloud']","['Marketing', 'Technology']"
261,Mitra Adiperkasa,"['consumer goods', 'ecommerce', 'art', 'lifestyle', 'Retail', 'department stores', 'fashion']",['Retail']
262,SoapBox Soaps,"['consumer goods', 'Manufacturing & Industrial', 'ecommerce', 'Retail', 'bcorp']","['Manufacturing & Industrial', 'Retail']"
263,DUNI,"['Food & Beverage', 'consumer goods', 'Manufacturing & Industrial', 'accessories', 'packaging']","['Food & Beverage', 'Manufacturing & Industrial']"
264,BeON Home,"['consumer goods', 'Manufacturing & Industrial', 'security', 'art', 'smart home', 'Technology']","['Manufacturing & Industrial', 'Technology']"
265,Argos Therapeutics,"['oncology', 'healthtech', 'Healthcare']",['Healthcare']
266,Barrett Firearms,"['consumer goods', 'Manufacturing & Industrial', 'sport', 'firearms', 'defense', 'aerospace']",['Manufacturing & Industrial']
267,Lovesac,"['consumer goods', 'accessories', 'Retail', 'furniture']",['Retail']
268,Coca-Cola Femsa,"['Food & Beverage', 'beverages', 'Media & Entertainment']","['Food & Beverage', 'Media & Entertainment']"
269,Jack Wills,"['consumer goods', 'Manufacturing & Industrial', 'textiles', 'accessories', 'clothing', 'Retail']","['Manufacturing & Industrial', 'Retail']"
270,smartphoto,"['consumer goods', 'ecommerce', 'Retail']",['Retail']
271,Tanga,"['consumer goods', 'ecommerce', 'platform', 'Retail', 'marketplace']",['Retail']
272,Welch & Tidy,"['consumer goods', 'Retail']",['Retail']
273,Churchill China,"['consumer goods', 'Manufacturing & Industrial', 'hospitality', 'restaurant', 'Retail']","['Manufacturing & Industrial', 'Retail']"
274,firstSTREET for Boomers & Beyond,"['consumer goods', 'direct marketing', 'Marketing', 'ecommerce', 'Retail']","['Marketing', 'Retail']"
275,Fenwick,"['consumer goods', 'art', 'Retail', 'department stores']",['Retail']
276,iPrice,"['consumer goods', 'electronics', 'games', 'ecommerce', 'jewellery', 'clothing', 'coupons', 'Retail', 'footwear']",['Retail']
277,ArmaLite,"['consumer goods', 'Manufacturing & Industrial', 'sport', 'firearms', 'Retail']","['Manufacturing & Industrial', 'Retail']"
278,Oriflame,"['consumer goods', 'Manufacturing & Industrial', 'health & beauty', 'cosmetics']",['Manufacturing & Industrial']
279,4moms,"['consumer goods', 'robotics', 'kids', 'Technology']",['Technology']
280,SodaStream,"['Food & Beverage', 'consumer goods', 'Manufacturing & Industrial', 'beverages', 'appliances']","['Food & Beverage', 'Manufacturing & Industrial']"
281,Amway,"['consumer goods', 'health & beauty', 'ecommerce', 'Retail']",['Retail']
282,EcoZoom,"['consumer goods', 'sustainability', 'Retail', 'bcorp']",['Retail']
283,Dufry,"['tobacco', 'Food & Beverage', 'consumer goods', 'cosmetics', 'accessories', 'watches', 'Travel & Leisure', 'jewellery', 'clothing', 'Retail', 'fashion']","['Food & Beverage', 'Travel & Leisure', 'Retail']"
284,Vista Alegre,"['consumer goods', 'Manufacturing & Industrial', 'holding company', 'appliances', 'Retail']","['Manufacturing & Industrial', 'Retail']"
285,Perdue,"['Food & Beverage', 'consumer goods', 'Manufacturing & Industrial', 'farming', 'Agriculture', 'agritech']","['Food & Beverage', 'Manufacturing & Industrial', 'Agriculture']"
286,Valora Holding,"['tobacco', 'Food & Beverage', 'consumer goods', 'Manufacturing & Industrial', 'distribution', 'Retail']","['Food & Beverage', 'Manufacturing & Industrial', 'Retail']"
287,Stag Arms,"['consumer goods', 'Manufacturing & Industrial', 'consumer products & services', 'sport', 'accessories']",['Manufacturing & Industrial']
288,Baby.com.br,"['consumer goods', 'ecommerce', 'kids', 'Retail', 'marketplace']",['Retail']
289,Kum & Go,"['Food & Beverage', 'consumer goods', 'petroleum', 'Retail', 'Energy & Utilities']","['Food & Beverage', 'Retail', 'Energy & Utilities']"
290,DHgate,"['consumer goods', 'ecommerce', 'Retail', 'marketplace']",['Retail']
291,Thrive Market,"['consumer goods', 'health & beauty', 'Retail']",['Retail']
292,IG Design Group,"['paper and packaging', 'consumer goods', 'Manufacturing & Industrial', 'holding company', 'packaging', 'gifts']",['Manufacturing & Industrial']
293,UncommonGoods,"['consumer goods', 'accessories', 'home & garden', 'ecommerce', 'gifts', 'Retail', 'bcorp']",['Retail']
294,Sig Sauer,"['consumer goods', 'Manufacturing & Industrial', 'sport', 'professional education', 'firearms', 'defense']",['Manufacturing & Industrial']
295,Adore Me,"['consumer goods', 'ecommerce', 'clothing', 'Retail', 'fashion']",['Retail']
296,Boux Avenue,"['consumer goods', 'textiles', 'clothing', 'Retail']",['Retail']
297,The Range,"['consumer goods', 'home & garden', 'Retail']",['Retail']
298,BodyGuardz,"['consumer goods', 'Manufacturing & Industrial', 'accessories', 'protective equipment', 'Technology']","['Manufacturing & Industrial', 'Technology']"
299,EO Products,"['consumer goods', 'health & beauty', 'cosmetics', 'ecommerce', 'Retail']",['Retail']
300,CURiO,"['consumer goods', 'Manufacturing & Industrial', 'health & beauty', 'cosmetics', 'leisure', 'lifestyle']",['Manufacturing & Industrial']
301,Arcelik,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'appliances']",['Manufacturing & Industrial']
302,Parfex,"['consumer goods', 'Manufacturing & Industrial', 'health & beauty', 'cosmetics']",['Manufacturing & Industrial']
303,Decathlon,"['consumer goods', 'sport', 'ecommerce', 'clothing', 'Retail']",['Retail']
304,Fishing Republic,"['consumer goods', 'Retail']",['Retail']
305,The One Brand,"['consumer goods', 'Manufacturing & Industrial', 'water', 'Non-Profit', 'bcorp']","['Manufacturing & Industrial', 'Non-Profit']"
306,MND Group,"['consumer goods', 'Manufacturing & Industrial']",['Manufacturing & Industrial']
307,Leica Camera,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'photography', 'optics']",['Manufacturing & Industrial']
308,Devialet,"['consumer goods', 'electronics', 'Manufacturing & Industrial', 'audio', 'music']",['Manufacturing & Industrial']
309,New Matter,"['application software', 'printing', 'consumer goods', 'Manufacturing & Industrial', 'ecommerce', 'Technology', '3d printing', 'marketplace']","['Manufacturing & Industrial', 'Technology']"
310,Marico,"['consumer goods', 'Manufacturing & Industrial', 'health & beauty', 'fitness & wellness']",['Manufacturing & Industrial']
311,Eco Lips,"['consumer goods', 'health & beauty', 'cosmetics', 'Retail', 'bcorp']",['Retail']
312,Eco-Bags Products,"['consumer goods', 'ecommerce', 'Retail', 'bcorp']",['Retail']
313,caseable,"['printing', 'consumer goods', 'Manufacturing & Industrial']",['Manufacturing & Industrial']
314,Nossa Familia Coffee,"['consumer goods', 'Manufacturing & Industrial', 'ecommerce', 'beverages', 'Retail', 'bcorp']","['Manufacturing & Industrial', 'Retail']"
315,Feetz,"['printing', 'consumer goods', 'Manufacturing & Industrial', 'wearables', 'fashion', '3d printing', 'footwear']",['Manufacturing & Industrial']
316,EcoLogic Solutions,"['consumer goods', 'Manufacturing & Industrial', 'sustainability', 'bcorp']",['Manufacturing & Industrial']
317,Grosche International,"['consumer goods', 'Manufacturing & Industrial', 'appliances', 'Retail', 'bcorp']","['Manufacturing & Industrial', 'Retail']"
318,Purplle.com,"['consumer goods', 'health & beauty', 'cosmetics', 'ecommerce', 'Retail']",['Retail']
319,Einhell Germany,"['consumer goods', 'Manufacturing & Industrial', 'manufacturing equipment', 'home & garden', 'Retail']","['Manufacturing & Industrial', 'Retail']"
320,SC Johnson,"['consumer goods', 'Manufacturing & Industrial', 'consumer chemistry', 'chemicals']",['Manufacturing & Industrial']
321,Rimowa,"['consumer goods', 'Manufacturing & Industrial', 'luxury', 'Travel & Leisure']","['Manufacturing & Industrial', 'Travel & Leisure']"
322,LovePop,"['gift cards', 'printing', 'consumer goods', 'Retail']",['Retail']
323,Skinjay,"['consumer goods', 'Manufacturing & Industrial', 'health & beauty', 'fitness & wellness']",['Manufacturing & Industrial']
324,Leesa Sleep,"['mattress', 'consumer goods', 'luxury', 'ecommerce', 'Retail', 'bcorp']",['Retail']
325,KeepCup,"['consumer goods', 'Manufacturing & Industrial', 'recycling', 'beverages', 'Retail', 'bcorp']","['Manufacturing & Industrial', 'Retail']"
326,Thermador Groupe,"['consumer goods', 'accessories', 'Retail']",['Retail']
327,Love Bottle,"['consumer goods', 'Manufacturing & Industrial', 'Healthcare', 'renewables', 'fitness & wellness', 'Retail', 'bcorp', 'Energy & Utilities']","['Manufacturing & Industrial', 'Healthcare', 'Retail', 'Energy & Utilities']"
