,blacklisted,companyType,displayName,foundedYear,logo,parentCompany,stockTicker,stocksSummary,totalFunding,valuation
310,[],public,Marico,1991,{'url': 'https://uploads5.craft.co/uploads/company/logo/2537xx/253731/normal_eb82ccff5d0ab581.png'},,MARICO.NS,,0 USD,
311,[],private,Eco Lips,2003,{'url': 'https://uploads4.craft.co/uploads/company/logo/33xx/3347/normal_705cc2a12ed25762.jpg'},,,,0 USD,
312,[],private,Eco-Bags Products,1989,{'url': 'https://uploads2.craft.co/uploads/company/logo/2549xx/254966/normal_8e114a7c822d1227.jpg'},,,,0 USD,
313,[],private,caseable,2010,{'url': 'https://uploads4.craft.co/uploads/company/logo/817xx/81731/normal_5c2178dd9f4286c4.jpg'},,,,0 USD,
314,[],private,Nossa Familia Coffee,2004,{'url': 'https://uploads1.craft.co/uploads/company/logo/2560xx/256061/normal_f387d94a315ca6a2.jpeg'},,,,0 USD,
315,[],private,Feetz,2012,{'url': 'https://uploads5.craft.co/uploads/company/logo/1697xx/169763/normal_33986bef0f65fdf8.jpg'},,,,1200000 USD,
316,[],private,EcoLogic Solutions,2005,{'url': 'https://uploads5.craft.co/uploads/company/logo/386xx/38633/normal_0153ba19d8611584.jpeg'},,,,1700000 USD,
317,[],private,Grosche International,2004,{'url': 'https://uploads2.craft.co/uploads/company/logo/2554xx/255447/normal_87c34d6a3c213273.jpg'},,,,0 USD,
318,[],private,Purplle.com,2011,{'url': 'https://uploads5.craft.co/uploads/company/logo/8167xx/816737/normal_a1561849632e6299.jpg'},,,,7100000 USD,
319,[],public,Einhell Germany,1964,{'url': 'https://uploads3.craft.co/uploads/company/logo/2516xx/251656/normal_f2ab762ad13b82f1.png'},,EIN3.F,313660000.0,0 USD,
320,[],private,SC Johnson,1886,{'url': 'https://uploads5.craft.co/uploads/company/logo/2332xx/233259/normal_f54e73df21d63d4d.png'},,,,0 USD,
321,[],subsidiary,Rimowa,1898,{'url': 'https://uploads4.craft.co/uploads/company/logo/2534xx/253435/normal_e2240fd608434569.jpg'},{'displayName': 'LVMH'},,,0 USD,
322,[],private,LovePop,2014,{'url': 'https://uploads5.craft.co/uploads/company/logo/2542xx/254218/normal_11550d72c81466b4.jpg'},,,,21595200 USD,
323,[],private,Skinjay,2012,{'url': 'https://uploads4.craft.co/uploads/company/logo/2562xx/256209/normal_43a149230d6894e0.jpeg'},,,,3740000 USD,
324,[],private,Leesa Sleep,2014,{'url': 'https://uploads1.craft.co/uploads/company/logo/2559xx/255921/normal_345eebd5829ce617.png'},,,,32000000 USD,
325,[],private,KeepCup,2009,{'url': 'https://uploads5.craft.co/uploads/company/logo/2262xx/226210/normal_91159456ae8a9d82.jpg'},,,,0 USD,
326,[],public,Thermador Groupe,1968,{'url': 'https://uploads3.craft.co/uploads/company/logo/2522xx/252266/normal_57b273c27ac3bef3.jpeg'},,THEP.PA,477850000.0,0 USD,
327,[],private,Love Bottle,2007,{'url': 'https://uploads4.craft.co/uploads/company/logo/2561xx/256105/normal_a05e19fa51fa0141.jpg'},,,,0 USD,
328,[],private,Badger Balm,1995,{'url': 'https://uploads5.craft.co/uploads/company/logo/2544xx/254446/normal_187c19b309a5ffc0.jpeg'},,,,0 USD,
329,[],private,Elefant.ro,2010,{'url': 'https://uploads5.craft.co/uploads/company/logo/2594xx/259407/normal_65895d85959f0418.png'},,,,6050000 USD,
330,[],private,Carousell,2012,{'url': 'https://uploads1.craft.co/uploads/company/logo/1467xx/146733/normal_msgZxK9d_400x400.png'},,,,182800000 USD,
331,[],private,Eleven James,2013,{'url': 'https://uploads1.craft.co/uploads/company/logo/2491xx/249142/normal_cf54bec4b94fa44d.jpg'},,,,38120000 USD,
332,[],private,Wilko,1930,{'url': 'https://uploads3.craft.co/uploads/company/logo/13624xx/1362413/normal_881c08aff463d799.png'},,,,0 USD,
333,[],subsidiary,FabFitFun,2010,{'url': 'https://uploads5.craft.co/uploads/company/logo/764xx/76426/normal_c25af417c61f8e75.png'},{'displayName': 'Charlie'},,,83500000 USD,
334,[],subsidiary,Superdrug,1964,{'url': 'https://uploads3.craft.co/uploads/company/logo/8968xx/896861/normal_5082db566e510472.jpg'},,,,0 USD,
335,[],private,Thorntons,1971,{'url': 'https://uploads3.craft.co/uploads/company/logo/2547xx/254732/normal_85c735f44ab256d0.jpg'},,,,0 USD,
336,[],subsidiary,Wastequip,1989,{'url': 'https://uploads2.craft.co/uploads/company/logo/2829xx/282980/normal_d871e89dbc56a9ae.png'},{'displayName': 'H.I.G. Capital'},,,0 USD,
337,[],public,Pelikan,1838,{'url': 'https://uploads1.craft.co/uploads/company/logo/2516xx/251649/normal_65748c322be02628.jpeg'},,HEZ.DE,279320000.0,0 USD,
338,[],private,Meijer,1934,{'url': 'https://uploads3.craft.co/uploads/company/logo/1322xx/132232/normal_d29341f6ea626126.jpg'},,,,12000000 USD,
339,[],public,Troc.com,1982,{'url': 'https://uploads3.craft.co/uploads/company/logo/2523xx/252303/normal_126ee2e9e2bfd1c6.jpeg'},,MLTRO.PA,5440000.0,0 USD,
340,[],private,mNectar,2012,{'url': 'https://uploads5.craft.co/uploads/company/logo/1256xx/125625/normal_lvYMQsYH.png'},,,,9625000 USD,
341,[],private,Seventh Generation,1988,{'url': 'https://uploads1.craft.co/uploads/company/logo/1159xx/115914/normal_941e1dcead0e6dc6.jpg'},,,,0 USD,
342,[],private,Aspire Beverage,2014,{'url': 'https://uploads2.craft.co/uploads/company/logo/1247xx/124707/normal_2f2b6c297280a5f9.jpg'},,,,2950000 USD,
343,[],private,Meyer Sound,1979,{'url': 'https://uploads2.craft.co/uploads/company/logo/2513xx/251371/normal_afaa6bf6000928fc.jpg'},,,,0 USD,
344,[],private,Takealot,2011,{'url': 'https://uploads2.craft.co/uploads/company/logo/2578xx/257892/normal_719086767f4a7f38.jpeg'},,,,169410000 USD,
345,[],private,Everything But The House,2008,{'url': 'https://uploads1.craft.co/uploads/company/logo/2443xx/244380/normal_8f8a04bd9a7e292d.jpg'},,,,84500000 USD,
346,[],private,BumBoosa,2009,{'url': 'https://uploads2.craft.co/uploads/company/logo/2548xx/254804/normal_ae62a97be4d832f4.png'},,,,0 USD,
347,[],private,Coop Group,1864,{'url': 'https://uploads5.craft.co/uploads/company/logo/2566xx/256626/normal_5acd600c9741acda.png'},,,,0 USD,
348,[],private,Dapple,2009,{'url': 'https://uploads2.craft.co/uploads/company/logo/2549xx/254945/normal_7d97d451ae98a2cb.jpeg'},,,,0 USD,
349,[],private,Goddess Garden,2004,{'url': 'https://uploads2.craft.co/uploads/company/logo/2554xx/255477/normal_ee8f6d71965e1c16.png'},,,,2000000 USD,
350,[],private,NurturMe,2009,{'url': 'https://uploads5.craft.co/uploads/company/logo/2373xx/237399/normal_46c0c295cfca8b91.png'},,,,6416110 USD,
351,[],private,Prosperity Candle,2009,{'url': 'https://uploads5.craft.co/uploads/company/logo/2550xx/255094/normal_9c8d6ff2e5773a24.jpg'},,,,0 USD,
352,[],public,e.l.f. Cosmetics,2004,{'url': 'https://uploads5.craft.co/uploads/company/logo/4465xx/446539/normal_549ecef906e64098.jpg'},,ELF,874168510.0,0 USD,874168510 USD
353,[],private,Good Clean Love,2003,{'url': 'https://uploads4.craft.co/uploads/company/logo/2300xx/230054/normal_c5e857c0e7e9773d.png'},,,,400000 USD,
354,[],private,Slyde Handboards,2010,{'url': 'https://uploads1.craft.co/uploads/company/logo/2578xx/257863/normal_ffc3c97915380554.jpeg'},,,,0 USD,
355,[],private,Keen Home,2013,{'url': 'https://uploads2.craft.co/uploads/company/logo/1125xx/112534/normal_1d2008cb4e272d3c.png'},,,,1640000 USD,
356,[],private,Fred Water,2006,{'url': 'https://uploads3.craft.co/uploads/company/logo/2524xx/252441/normal_8d3054acabcee2c5.jpeg'},,,,0 USD,
357,[],private,H-E-B,1905,{'url': 'https://uploads2.craft.co/uploads/company/logo/2835xx/283513/normal_47c3a8d8b52e3289.jpeg'},,,,0 USD,
358,[],private,Lafes,1992,{'url': 'https://uploads1.craft.co/uploads/company/logo/2551xx/255104/normal_af3552b0c62ff9f5.jpg'},,,,0 USD,
359,[],private,Razorpay,2014,{'url': 'https://uploads4.craft.co/uploads/company/logo/2449xx/244984/normal_b82c6b1d01864a16.jpg'},,,,106600000 USD,
360,[],private,Smyths Toys,1987,{'url': 'https://uploads1.craft.co/uploads/company/logo/2330xx/233027/normal_ff095085f4890ccb.jpg'},,,,0 USD,
361,[],private,Nutrabolt,2002,{'url': 'https://uploads1.craft.co/uploads/company/logo/2001xx/200127/normal_4257d6cd0f1eca3f.png'},,,,0 USD,
362,[],private,Pacific Radio,1932,{'url': 'https://uploads5.craft.co/uploads/company/logo/12128xx/1212802/normal_e1d9e125b81a2b8a.png'},,,,0 USD,
363,[],private,Murphy's Naturals,2013,{'url': 'https://uploads1.craft.co/uploads/company/logo/2556xx/255643/normal_9f99d6b624b27386.jpg'},,,,0 USD,
364,[],private,LetsTango.com,2013,{'url': 'https://uploads2.craft.co/uploads/company/logo/1462xx/146243/normal_c57a7d4f324a0c18.png'},,,,0 USD,
365,[],public,Ahold Delhaize,2016,{'url': 'https://uploads3.craft.co/uploads/company/logo/2517xx/251796/normal_33e518d0d0cedd3e.jpg'},,AD.AS,25625860000000.0,0 USD,
366,[],private,Bose,1964,{'url': 'https://uploads2.craft.co/uploads/company/logo/510xx/51085/normal_b9d27250c41ce946.png'},,,,430200 USD,
367,[],subsidiary,Swisher,1986,{'url': 'https://uploads1.craft.co/uploads/company/logo/1547xx/154703/normal_7969311520aa099b.png'},{'displayName': 'Ecolab'},,,0 USD,
368,[],private,Eyecam (eyeHand),2014,{'url': 'https://uploads5.craft.co/uploads/company/logo/2109xx/210940/normal_bf2b22d84607a668.png'},,,,1410000 USD,
369,[],subsidiary,Sunglass Hut,1971,{'url': 'https://uploads2.craft.co/uploads/company/logo/1141xx/114161/normal_d6c7695ead2a3fc2.jpg'},{'displayName': 'Luxottica'},,,0 USD,
370,[],private,Alltricks,2008,{'url': 'https://uploads3.craft.co/uploads/company/logo/2591xx/259158/normal_8e817712b3fed34a.jpg'},,,,10580000 USD,
371,[],private,Tog+Porter,,{'url': 'https://uploads2.craft.co/uploads/company/logo/2593xx/259314/normal_f1ac57aacdd32f04.png'},,,,0 USD,
372,[],public,Haier,1984,{'url': 'https://uploads5.craft.co/uploads/company/logo/1503xx/150368/normal_79dccb9770c639aa.png'},,600690.SS,,506900000 USD,
373,[],private,ManoMano,2013,{'url': 'https://uploads5.craft.co/uploads/company/logo/2480xx/248020/normal_367fa7830df94be8.png'},,,,210120000 USD,
374,[],private,Squatty Potty,2011,{'url': 'https://uploads4.craft.co/uploads/company/logo/2573xx/257320/normal_343c9f2ed85c4001.jpg'},,,,15690000 USD,
375,[],private,Rifle Paper Co.,2009,{'url': 'https://uploads4.craft.co/uploads/company/logo/32xx/3211/normal_6ebb7f3a52ecccb8.jpg'},,,,0 USD,
376,[],private,Yamibuy,2013,{'url': 'https://uploads3.craft.co/uploads/company/logo/2590xx/259031/normal_8a9beb8d434a7abe.png'},,,,10000000 USD,
377,[],private,Bragi,2013,{'url': 'https://uploads1.craft.co/uploads/company/logo/2418xx/241867/normal_c74f4b542dba7fd3.jpg'},,,,25390000 USD,
378,[],private,Surya,1976,{'url': 'https://uploads1.craft.co/uploads/company/logo/33xx/3332/normal_e0da6b76fdbb6fd9.jpg'},,,,0 USD,
379,[],private,Balsam Hill,2006,{'url': 'https://uploads2.craft.co/uploads/company/logo/2345xx/234577/normal_a6b720689e2646e4.jpg'},,,,0 USD,
380,[],subsidiary,Kaufmann Mercantile,2009,{'url': 'https://uploads2.craft.co/uploads/company/logo/1893xx/189347/normal_6848334af280c20d.png'},{'displayName': 'AHAlife'},,,3200000 USD,
381,[],private,Quality Logo Products,2003,{'url': 'https://uploads3.craft.co/uploads/company/logo/529xx/52968/normal_171f1e3aa37e2a46.png'},,,,0 USD,
382,[],subsidiary,Plum Organics,2005,{'url': 'https://uploads3.craft.co/uploads/company/logo/1175xx/117555/normal_ef55f765fba4d1cc.jpeg'},,,,0 USD,
383,[],subsidiary,Vector Watch,2014,{'url': 'https://uploads1.craft.co/uploads/company/logo/2146xx/214698/normal_eb42a3d044c1f5d6.png'},{'displayName': 'Fitbit'},,,0 USD,
384,[],private,Higher Grounds,,{'url': 'https://uploads1.craft.co/uploads/company/logo/2560xx/256033/normal_84e6dfd9e834a08e.jpeg'},,,,0 USD,
385,[],private,Erbaviva,1996,{'url': 'https://uploads1.craft.co/uploads/company/logo/2549xx/254985/normal_a480a18654491b26.png'},,,,0 USD,
386,[],private,Leon Speakers,1997,{'url': 'https://uploads5.craft.co/uploads/company/logo/37xx/3703/normal_8b271e6cf2efdbb4.png'},,,,0 USD,
387,[],private,BRANDLESS,2015,{'url': 'https://uploads3.craft.co/uploads/company/logo/2541xx/254133/normal_8f6fce3108f8af51.jpg'},,,,275000000 USD,
388,[],subsidiary,Fabletics,2013,{'url': 'https://uploads1.craft.co/uploads/company/logo/2568xx/256833/normal_bc626c5e81794bdd.jpeg'},{'displayName': 'TechStyle Fashion Group'},,,0 USD,
389,[],private,Honey-Can-Do International,2007,{'url': 'https://uploads3.craft.co/uploads/company/logo/29xx/2973/normal_ee38a1030e6f547d.jpeg'},,,,0 USD,
390,[],private,Shopfully Group,2010,{'url': 'https://uploads1.craft.co/uploads/company/logo/2456xx/245663/normal_8a4bc0fe5cd789d5.jpg'},,,,0 USD,
391,[],subsidiary,Give Something Back,1991,{'url': 'https://uploads3.craft.co/uploads/company/logo/878xx/87841/normal_9ccb905a1f24aaba.png'},"{'displayName': ""Blaisdell's Business Products""}",,,0 USD,
392,[],private,ClickStop,2005,{'url': 'https://uploads1.craft.co/uploads/company/logo/55xx/5522/normal_e034a9f9386556b9.jpg'},,,,0 USD,
393,[],public,Stitch Fix,2011,{'url': 'https://uploads4.craft.co/uploads/company/logo/15xx/1549/normal_fc53718b8d616f32.jpg'},,SFIX,2120340566.0,79450000 USD,2120340566 USD
394,[],private,Helloprint,2013,{'url': 'https://uploads2.craft.co/uploads/company/logo/2569xx/256907/normal_1f5818df5db5ef3e.jpg'},,,,3320000 USD,
395,[],private,Lollicup USA,2000,{'url': 'https://uploads3.craft.co/uploads/company/logo/27xx/2773/normal_4f88f81b19729604.png'},,,,0 USD,
396,[],private,Simba Sleep,2015,{'url': 'https://uploads4.craft.co/uploads/company/logo/2592xx/259240/normal_25177a2e2f33e1a8.jpg'},,,,81824250 USD,
397,[],private,Max Mara,1951,{'url': 'https://uploads5.craft.co/uploads/company/logo/6450xx/645035/normal_968c81ef9959ea3c.jpeg'},,,,0 USD,
398,[],private,Mid-Atlantic ProTel,1996,{'url': 'https://uploads5.craft.co/uploads/company/logo/58xx/5814/normal_b33e42ee87b23f8b.png'},,,,0 USD,
399,[],private,Altyor,2012,{'url': 'https://uploads1.craft.co/uploads/company/logo/2512xx/251243/normal_b0a9eafd1132aed1.jpeg'},,,,0 USD,
400,[],private,Bulletin,2015,{'url': 'https://uploads4.craft.co/uploads/company/logo/2564xx/256472/normal_9f0757f2d8fc7c73.jpg'},,,,9200000 USD,
401,[],private,My 1st Years,2010,{'url': 'https://uploads3.craft.co/uploads/company/logo/2559xx/255930/normal_771dc558a042ae38.jpg'},,,,9050000 USD,
402,[],private,Brasserie New Deal Brewing Co.,2015,{'url': 'https://uploads2.craft.co/uploads/company/logo/2559xx/255993/normal_d9554ee83446e103.png'},,,,0 USD,
403,[],private,Foxtail Coffee,2016,{'url': 'https://uploads1.craft.co/uploads/company/logo/2697xx/269731/normal_7da0186e6959722c.jpg'},,,,0 USD,
404,[],public,Seiko Epson,1942,{'url': 'https://uploads4.craft.co/uploads/company/logo/13611xx/1361170/normal_225d62f7ecc79425.png'},,6724.T,,0 USD,
405,[],private,ecobee,2007,{'url': 'https://uploads2.craft.co/uploads/company/logo/444xx/44482/normal_f8fcbf2a465e42a1.jpg'},,,,148100000 USD,
406,[],private,WMF Group,1853,{'url': 'https://uploads4.craft.co/uploads/company/logo/2506xx/250668/normal_d113c4811e1c42b0.jpeg'},,,,0 USD,
407,[],private,Cuppow,2012,{'url': 'https://uploads4.craft.co/uploads/company/logo/2553xx/255383/normal_2f8e169851f59771.jpg'},,,,0 USD,
408,[],private,Love Child Organics,2011,{'url': 'https://uploads2.craft.co/uploads/company/logo/2553xx/255368/normal_be00c6a86a574519.jpg'},,,,0 USD,
409,[],private,Chuck & Don's,1990,{'url': 'https://uploads5.craft.co/uploads/company/logo/2533xx/253326/normal_7443b8e87c409d3c.jpg'},,,,0 USD,
410,[],private,Bureo,2013,{'url': 'https://uploads1.craft.co/uploads/company/logo/1702xx/170222/normal_f7b23ae7199bc481.jpeg'},,,,40000 USD,
411,[],public,Lakeland Financial,1872,{'url': 'https://uploads1.craft.co/uploads/company/logo/120xx/12076/normal_ba819b41f79b0ffc.jpg'},,LKFN,1088465040.0,0 USD,1088465040 USD
412,[],private,Parker's,1976,{'url': 'https://uploads3.craft.co/uploads/company/logo/2532xx/253286/normal_b2ee4047bb778fab.jpg'},,,,0 USD,
413,[],private,Shopsurya,2016,{'url': 'https://uploads3.craft.co/uploads/company/logo/2592xx/259214/normal_8a9bbf3f5fc07d2c.jpg'},,,,0 USD,
414,[],private,Teatulia Organic Teas,2006,{'url': 'https://uploads3.craft.co/uploads/company/logo/2551xx/255109/normal_a316ac781dff2009.jpg'},,,,0 USD,
415,[],private,Preserve,1996,{'url': 'https://uploads3.craft.co/uploads/company/logo/2546xx/254698/normal_d83130d42c375749.jpeg'},,,,0 USD,
416,[],private,LWRC International,1999,{'url': 'https://uploads3.craft.co/uploads/company/logo/11546xx/1154653/normal_cea32e92619452d5.png'},,,,0 USD,
417,[],private,LiveChat,2002,{'url': 'https://uploads3.craft.co/uploads/company/logo/156xx/15672/normal_a86b8f7e44cc2bef.jpg'},,,,0 USD,
418,[],public,Shanghai Industrial Holdings,1996,{'url': 'https://uploads2.craft.co/uploads/company/logo/504xx/50419/normal_91d47c7491104783.jpg'},,0363.HK,25220000000.0,0 USD,
419,[],private,BlueAvocado,2007,{'url': 'https://uploads5.craft.co/uploads/company/logo/2548xx/254822/normal_bbdfa8a763496bdc.jpg'},,,,200000 USD,
420,[],private,U Konserve,2008,{'url': 'https://uploads3.craft.co/uploads/company/logo/2554xx/255468/normal_021aa6d97f7100ac.jpg'},,,,0 USD,
421,[],private,Looptworks,2009,{'url': 'https://uploads2.craft.co/uploads/company/logo/1533xx/153395/normal_ab7874c91574b88a.jpg'},,,,0 USD,
422,[],private,Simply Gum,2014,{'url': 'https://uploads2.craft.co/uploads/company/logo/2492xx/249233/normal_f7d35b27b6da9b77.png'},,,,0 USD,
423,[],private,Yellow Leaf Hammocks,,{'url': 'https://uploads3.craft.co/uploads/company/logo/2548xx/254813/normal_d7c7890db0fc2050.jpeg'},,,,0 USD,
424,[],private,Dolphin Blue,1994,{'url': 'https://uploads5.craft.co/uploads/company/logo/2549xx/254955/normal_f8cf7eaae90c0973.jpeg'},,,,0 USD,
425,[],private,L&M Fleet Supply,1959,{'url': 'https://uploads5.craft.co/uploads/company/logo/8978xx/897841/normal_b4a2a5abd28321ca.png'},,,,0 USD,
426,[],private,Schnuck,1939,{'url': 'https://uploads1.craft.co/uploads/company/logo/2546xx/254689/normal_8d287f207a169a09.png'},,,,0 USD,
427,[],private,Wallaroo,1999,{'url': 'https://uploads1.craft.co/uploads/company/logo/2552xx/255242/normal_b706eb93ed82ab20.jpg'},,,,0 USD,
428,[],private,Cupanion,2012,{'url': 'https://uploads4.craft.co/uploads/company/logo/2557xx/255740/normal_6302ec3cc8bc2ca9.jpeg'},,,,0 USD,
429,[],public,Aygaz,1961,{'url': 'https://uploads4.craft.co/uploads/company/logo/13450xx/1345088/normal_b3e05b7e7f8b82ee.jpg'},,AYGAZ.IS,,0 USD,
430,[],subsidiary,Tricae,2011,{'url': 'https://uploads1.craft.co/uploads/company/logo/2592xx/259291/normal_f0299a969e430d27.png'},{'displayName': 'Global Fashion Group'},,,6500000 USD,
431,[],private,New Leaf Paper,1998,{'url': 'https://uploads1.craft.co/uploads/company/logo/298xx/29851/normal_51c57ceb9a600e75.png'},,,,5000000 USD,
432,[],private,Beraca,1956,{'url': 'https://uploads1.craft.co/uploads/company/logo/2515xx/251528/normal_a2231b9d402e4a5c.jpeg'},,,,0 USD,
433,[],subsidiary,Silego Technology,2001,{'url': 'https://uploads4.craft.co/uploads/company/logo/339xx/33905/normal_dc14bdb8000878b5.jpg'},{'displayName': 'Dialog Semiconductor'},,,5750000 USD,
434,[],private,Mary Kay,1963,{'url': 'https://uploads1.craft.co/uploads/company/logo/1322xx/132253/normal_0a9c2a29ddb49a5a.png'},,,,0 USD,
435,[],private,Hobby Lobby,1972,{'url': 'https://uploads5.craft.co/uploads/company/logo/2545xx/254536/normal_48ce2517418cd06a.jpg'},,,,0 USD,
436,[],private,Dispatchr,2014,{'url': 'https://uploads5.craft.co/uploads/company/logo/2436xx/243640/normal_984277_743037845811401_2477131389694922443_n.png'},,,,0 USD,
437,[],private,1-800 Contacts,1992,{'url': 'https://uploads3.craft.co/uploads/company/logo/1545xx/154591/normal_6be717b8aaa64be0.png'},,,,0 USD,
438,[],private,STRATACACHE,1999,{'url': 'https://uploads3.craft.co/uploads/company/logo/6916xx/691638/normal_d0c0d2410caca240.png'},,,,0 USD,
439,[],private,Eby-Brown,1887,{'url': 'https://uploads5.craft.co/uploads/company/logo/2544xx/254470/normal_8dcaa48f5e5bf6d0.jpg'},,,,0 USD,
440,[],private,Equip Outdoor Technologies,,{'url': 'https://uploads4.craft.co/uploads/company/logo/15xx/1575/normal_b8f27f3070614deb.png'},,,,0 USD,
441,[],private,Parachute Home,2013,{'url': 'https://uploads1.craft.co/uploads/company/logo/1939xx/193951/normal_e3d4cff9e36015cde146e9b80e33f61f.jpeg'},,,,44830000 USD,
442,[],private,Mamava,2008,{'url': 'https://uploads1.craft.co/uploads/company/logo/2553xx/255347/normal_c6fbe9a31c0ef961.png'},,,,0 USD,
443,[],public,Energy Recovery,1992,{'url': 'https://uploads3.craft.co/uploads/company/logo/437xx/43730/normal_8ebc9c2d5102647f.png'},,ERII,488635294.0,3300000 USD,488635294 USD
444,[],private,Narragansett Brewing Company,1890,{'url': 'https://uploads5.craft.co/uploads/company/logo/31xx/3195/normal_e7f3253777cb0524.jpeg'},,,,0 USD,
445,[],private,Greenlight Planet,2009,{'url': 'https://uploads4.craft.co/uploads/company/logo/876xx/87630/normal_e104fefb912efa65.png'},,,,79000000 USD,
446,[],private,PackIt,2009,{'url': 'https://uploads3.craft.co/uploads/company/logo/37xx/3715/normal_1e828fcd65f7471e.jpg'},,,,0 USD,
447,[],private,Babo Botanicals,2010,{'url': 'https://uploads3.craft.co/uploads/company/logo/2554xx/255491/normal_8ea5894e2c05a02b.jpeg'},,,,0 USD,
448,[],subsidiary,Sealy Corporation,1881,{'url': 'https://uploads3.craft.co/uploads/company/logo/1263xx/126347/normal_7448aa902cb81543.jpg'},{'displayName': 'Tempur Sealy International'},,,0 USD,
449,[],private,Memebox,2012,{'url': 'https://uploads3.craft.co/uploads/company/logo/2447xx/244720/normal_dc290ed88e574f7f.jpg'},,,,191670000 USD,
450,[],public,Ajinomoto,1925,{'url': 'https://uploads4.craft.co/uploads/company/logo/1095xx/109559/normal_bc4f682feb53c08a.jpeg'},,2802.T,,0 USD,
451,[],public,Eurocash,1995,{'url': 'https://uploads4.craft.co/uploads/company/logo/64xx/6410/normal_66d090beb345809a.png'},,EUR.XWAR,,0 USD,
452,[],private,Phydeaux,2002,{'url': 'https://uploads1.craft.co/uploads/company/logo/59xx/5940/normal_a185eedcbacbddd9.jpg'},,,,0 USD,
453,[],private,Better Way Imports,2004,{'url': 'https://uploads4.craft.co/uploads/company/logo/2547xx/254742/normal_8a32614f27235166.jpg'},,,,0 USD,
454,[],private,Ritual,2015,{'url': 'https://uploads5.craft.co/uploads/company/logo/2527xx/252716/normal_ac3476aa2e0d8c78.jpg'},,,,110500000 USD,
455,[],private,Kraftly,2015,{'url': 'https://uploads5.craft.co/uploads/company/logo/2837xx/283789/normal_0583d16c99076c97.jpg'},,,,0 USD,
456,[],private,Susty Party,,{'url': 'https://uploads3.craft.co/uploads/company/logo/1684xx/168499/normal_c90074daf88d1cfa.png'},,,,0 USD,
457,[],private,Andes Mountain Water,2012,{'url': 'https://uploads3.craft.co/uploads/company/logo/2551xx/255179/normal_ef0b1215a53f53ab.jpg'},,,,0 USD,
458,[],private,RPI (Reischling Press),1979,{'url': 'https://uploads2.craft.co/uploads/company/logo/545xx/54591/normal_45f7ad259c5627d5.png'},,,,10000000 USD,
459,[],subsidiary,Grohe,1936,{'url': 'https://uploads1.craft.co/uploads/company/logo/1405xx/140529/normal_59ea98062032fba9.jpeg'},,,,0 USD,
460,[],private,Jollibee Foods,1978,{'url': 'https://uploads1.craft.co/uploads/company/logo/2784xx/278483/normal_9fdfc3be74f979fb.png'},,,,0 USD,
461,[],private,Bed Bandits,2014,{'url': 'https://uploads1.craft.co/uploads/company/logo/2560xx/256011/normal_f8aaa4214f9a5416.png'},,,,0 USD,
462,[],private,RageOn,2013,{'url': 'https://uploads2.craft.co/uploads/company/logo/2343xx/234319/normal_e262697010a21912.png'},,,,3000000 USD,
463,[],private,Brooklinen,2013,{'url': 'https://uploads3.craft.co/uploads/company/logo/2568xx/256835/normal_47e86c632dc3dc9a.jpg'},,,,10020000 USD,
464,[],subsidiary,Souq.com,2005,{'url': 'https://uploads4.craft.co/uploads/company/logo/525xx/52579/normal_492c52696171e785.jpg'},{'displayName': 'Amazon'},,,425000000 USD,
465,[],public,Jewett-Cameron Company,1952,{'url': 'https://uploads1.craft.co/uploads/company/logo/127xx/12717/normal_52e334a1d49e4f34.png'},,JCTCF,30103600.0,0 USD,30103600 USD
466,[],private,P.L.A.Y.,2010,{'url': 'https://uploads3.craft.co/uploads/company/logo/2560xx/256070/normal_8a9342f671893268.jpg'},,,,0 USD,
467,[],private,Boll & Branch,2013,{'url': 'https://uploads3.craft.co/uploads/company/logo/1371xx/137131/normal_4a992c6c5f0dbd93.png'},,,,111500000 USD,
468,[],private,BabyEarth,1999,{'url': 'https://uploads3.craft.co/uploads/company/logo/494xx/49468/normal_efc5e630c5eda8e4.jpg'},,,,19950000 USD,
469,[],private,Sir Kensington’s,2008,{'url': 'https://uploads3.craft.co/uploads/company/logo/2326xx/232636/normal_00efef88378101a5.png'},,,,8500000 USD,
470,[],private,WakaWaka,2012,{'url': 'https://uploads4.craft.co/uploads/company/logo/840xx/84092/normal_ad6763d94140e04c.png'},,,,98350 USD,
471,[],public,QKL Stores,1998,{'url': 'https://uploads2.craft.co/uploads/company/logo/132xx/13207/normal_c40d355b57f906cb.gif'},,QKLS,182640.0,0 USD,182640 USD
472,[],public,Clarus Corporation,1957,{'url': 'https://uploads3.craft.co/uploads/company/logo/2830xx/283048/normal_ac2d642e1e84c932.png'},,CLAR,335321740.0,0 USD,335321740 USD
473,[],public,Eczacıbası,1942,{'url': 'https://uploads4.craft.co/uploads/company/logo/13451xx/1345112/normal_3a096e9d86d6c929.jpg'},,ECZYT.IS,,0 USD,
474,[],private,Snowe,2014,{'url': 'https://uploads3.craft.co/uploads/company/logo/2492xx/249255/normal_243e1ebbf538f1c4.jpg'},,,,0 USD,
475,[],private,Chumbak,2010,{'url': 'https://uploads5.craft.co/uploads/company/logo/1082xx/108245/normal_40724ea7dae44436.png'},,,,38801065 USD,
476,[],private,Artel Video Systems,1981,{'url': 'https://uploads4.craft.co/uploads/company/logo/6530xx/653005/normal_128f018aea58b42e.jpg'},,,,0 USD,
