,blacklisted,companyType,displayName,foundedYear,logo,parentCompany,stockTicker,stocksSummary,totalFunding,valuation
711,[],private,Spiral Binding,1932,{'url': 'https://uploads3.craft.co/uploads/company/logo/7418xx/741854/normal_c5b174fb30cd88a1.png'},,,,0 USD,
712,[],private,Oars + Alps,2016,{'url': 'https://uploads2.craft.co/uploads/company/logo/13500xx/1350088/normal_8cfd4adce2ef3d48.png'},,,,1300000 USD,
713,[],subsidiary,TK Maxx,1994,{'url': 'https://uploads3.craft.co/uploads/company/logo/2647xx/264748/normal_ae0058ec361225b7.jpg'},{'displayName': 'The TJX Companies'},,,0 USD,
714,[],public,Pieno Zvaigzdes,1998,{'url': 'https://uploads5.craft.co/uploads/company/logo/10999xx/1099938/normal_79544903f8f53ca9.png'},,PZV1L.VS,,0 USD,
715,[],public,Li & Fung,1906,{'url': 'https://uploads2.craft.co/uploads/company/logo/2420xx/242067/normal_2eab70d428d1bdf6.jpg'},,0494.HK,31300000000.0,0 USD,
716,[],public,Accrol Papers,1993,{'url': 'https://uploads4.craft.co/uploads/company/logo/2567xx/256784/normal_660412203908e9f4.jpg'},,ACRL.L,122780000.0,0 USD,
717,[],public,Colefax Group,1933,{'url': 'https://uploads1.craft.co/uploads/company/logo/81xx/8172/normal_ce0b39e88e351a3d.jpg'},,CFX.L,54860000.0,0 USD,
718,[],public,Glunz & Jensen,1973,{'url': 'https://uploads5.craft.co/uploads/company/logo/6075xx/607547/normal_5dc84cd991b4fbfd.png'},,GJ.CO,,0 USD,
719,[],public,Wolford,1950,{'url': 'https://uploads2.craft.co/uploads/company/logo/7599xx/759987/normal_ee6d512ad752f213.jpeg'},,WOL.VI,,0 USD,
720,[],private,Revionics,2002,{'url': 'https://uploads2.craft.co/uploads/company/logo/471xx/47102/normal_9d2be5f53952b096.png'},,,,56800000 USD,
721,[],public,Balta Group,1964,{'url': 'https://uploads5.craft.co/uploads/company/logo/7699xx/769995/normal_2913809d9b0476ed.jpg'},,BALTA.BR,,0 USD,
722,[],subsidiary,Amrod,2000,{'url': 'https://uploads2.craft.co/uploads/company/logo/13558xx/1355868/normal_2b147315859cd41e.jpg'},{'displayName': 'The Carlyle Group'},,,0 USD,
723,[],subsidiary,Brintons,1783,{'url': 'https://uploads3.craft.co/uploads/company/logo/8596xx/859690/normal_cbf6524ebe56ed4d.jpg'},,,,0 USD,
724,[],public,Galeo Concept,2001,{'url': 'https://uploads4.craft.co/uploads/company/logo/2519xx/251974/normal_1c8d4a75f6166779.png'},,MLGAL.PA,,0 USD,
725,[],private,Pro Stock Hockey,,{'url': 'https://uploads2.craft.co/uploads/company/logo/2784xx/278413/normal_554e8fe6b4110151.png'},,,,0 USD,
726,[],private,Lucky Line,1961,{'url': 'https://uploads1.craft.co/uploads/company/logo/3592xx/359270/normal_f3ab5fe89bf8e643.png'},,,,0 USD,
727,[],private,Bron Tapes,1977,{'url': 'https://uploads1.craft.co/uploads/company/logo/7044xx/704471/normal_e0702296a394b118.png'},,,,0 USD,
728,[],private,Aleratec,2000,{'url': 'https://uploads4.craft.co/uploads/company/logo/8114xx/811409/normal_9095628d481a9e83.jpeg'},,,,0 USD,
729,[],private,World Backpacker,2016,{'url': 'https://uploads2.craft.co/uploads/company/logo/13557xx/1355778/normal_40604ad50bea5653.jpg'},,,,0 USD,
730,[],private,Maude,2017,{'url': 'https://uploads2.craft.co/uploads/company/logo/13500xx/1350091/normal_0ae46413a46cce15.jpg'},,,,1500000 USD,
731,[],private,milkful,2015,{'url': 'https://uploads1.craft.co/uploads/company/logo/13595xx/1359575/normal_b020f52a3cfbd3d0.jpg'},,,,0 USD,
732,[],private,Atlantic Stainless,1983,{'url': 'https://uploads1.craft.co/uploads/company/logo/10957xx/1095714/normal_cb49fa2b07dac1fd.png'},,,,0 USD,
733,[],private,Arlington Camera,1987,{'url': 'https://uploads4.craft.co/uploads/company/logo/11018xx/1101848/normal_6d4a3f212a060457.png'},,,,0 USD,
734,[],private,FACT Goods,2017,{'url': 'https://uploads2.craft.co/uploads/company/logo/13557xx/1355759/normal_5bf3994e6c883203.jpg'},,,,0 USD,
735,[],private,Beauty Base,1975,{'url': 'https://uploads5.craft.co/uploads/company/logo/13559xx/1355932/normal_0645e01c868dc1da.jpg'},,,,0 USD,
736,[],private,Wingreens Farms,2011,{'url': 'https://uploads1.craft.co/uploads/company/logo/13572xx/1357270/normal_1f82d4d6904d4e2a.jpg'},,,,0 USD,
737,[],private,A Plus Warehouse,1996,{'url': 'https://uploads5.craft.co/uploads/company/logo/12706xx/1270635/normal_4994690ce0b028c9.jpg'},,,,0 USD,
738,[],private,Alchemy 43,2014,{'url': 'https://uploads4.craft.co/uploads/company/logo/13480xx/1348078/normal_4ee0dc81d213fa73.png'},,,,0 USD,
739,[],private,VitaMedica,1997,{'url': 'https://uploads4.craft.co/uploads/company/logo/4724xx/472470/normal_b967e81f415ae13a.jpg'},,,,0 USD,
740,[],private,Superior Washer and Gasket,1972,{'url': 'https://uploads5.craft.co/uploads/company/logo/11227xx/1122746/normal_e4a8e3d1d68713c0.png'},,,,0 USD,
741,[],private,Newhaven Display,2001,{'url': 'https://uploads4.craft.co/uploads/company/logo/8646xx/864695/normal_0f855ba147593f0e.jpg'},,,,0 USD,
742,[],private,UpSpring Baby,2005,{'url': 'https://uploads2.craft.co/uploads/company/logo/13595xx/1359573/normal_46490b4e5ebfaf16.jpg'},,,,2600000 USD,
743,[],private,EM Research,1991,{'url': 'https://uploads1.craft.co/uploads/company/logo/12202xx/1220218/normal_5325efba9567fafd.jpg'},,,,0 USD,
744,[],private,Fender Musical Instruments,1946,{'url': 'https://uploads3.craft.co/uploads/company/logo/6559xx/655954/normal_6ed011d5f86fdade.jpg'},,,,0 USD,
745,[],private,Green Tank Technologies,2015,{'url': 'https://uploads2.craft.co/uploads/company/logo/13461xx/1346150/normal_13b9bbb208720866.jpg'},,,,13814450 USD,
746,[],private,Andrew James,2005,{'url': 'https://uploads4.craft.co/uploads/company/logo/11220xx/1122051/normal_6929d4a897e0bf7f.jpg'},,,,0 USD,
747,[],private,Misen,2015,{'url': 'https://uploads5.craft.co/uploads/company/logo/13500xx/1350067/normal_68c348deadee5173.jpg'},,,,2040000 USD,
748,[],private,Kishlay Foods, 2001,{'url': 'https://uploads5.craft.co/uploads/company/logo/13624xx/1362422/normal_c3e9d03f0f10c894.png'},,,,15000000 USD,
749,[],private,Oliver Cabell,2015,{'url': 'https://uploads3.craft.co/uploads/company/logo/2781xx/278195/normal_475b79c5e697d959.jpg'},,,,1200000 USD,
750,[],public,Thrace Group,1977,{'url': 'https://uploads1.craft.co/uploads/company/logo/8660xx/866096/normal_05858ede6fecac87.png'},,PLAT.AT,,0 USD,
751,[],public,XXL ASA,,{'url': 'https://uploads5.craft.co/uploads/company/logo/2494xx/249425/normal_ce89587889862371.jpg'},,XXL.OL,12190000000.0,0 USD,
752,[],public,Sarantis,1956,{'url': 'https://uploads4.craft.co/uploads/company/logo/2514xx/251498/normal_08dd098c728a608f.jpg'},,SAR.AT,423510000.0,0 USD,
753,[],public,Centrotec,1998,{'url': 'https://uploads4.craft.co/uploads/company/logo/63xx/6349/normal_bf78807f3d1e3c71.png'},,CEV.F,333380000.0,0 USD,
754,[],public,Dogness,2003,{'url': 'https://uploads4.craft.co/uploads/company/logo/2812xx/281243/normal_eee9c682bba92532.png'},,DOGZ,55184040.0,0 USD,55184040 USD
755,[],private,Hygenic,1925,{'url': 'https://uploads4.craft.co/uploads/company/logo/7904xx/790441/normal_ee17f8a4efca686c.png'},,,,0 USD,
756,[],private,SM Mlekovita,1928,{'url': 'https://uploads5.craft.co/uploads/company/logo/13623xx/1362398/normal_c2a94e3dd2a1d374.jpg'},,,,0 USD,
757,[],private,Acqua Di Parma,1916,{'url': 'https://uploads3.craft.co/uploads/company/logo/7473xx/747315/normal_69c5bf94f5453e88.png'},,,,0 USD,
758,[],private,Lulus,1996,{'url': 'https://uploads3.craft.co/uploads/company/logo/13547xx/1354725/normal_0b927f2e2e623a6a.jpg'},,,,120000000 USD,
759,[],private,Atria Logic,2008,{'url': 'https://uploads1.craft.co/uploads/company/logo/7215xx/721555/normal_48462bc2af58fd6f.png'},,,,0 USD,
760,[],subsidiary,Zoot Sports,1983,{'url': 'https://uploads3.craft.co/uploads/company/logo/8128xx/812853/normal_0be58449c44f1bc2.jpg'},,,,0 USD,
761,[],subsidiary,Vantage Specialty Chemicals,1952,{'url': 'https://uploads3.craft.co/uploads/company/logo/13505xx/1350554/normal_01687bbbda0b51d7.png'},{'displayName': 'H.I.G. Capital'},,,0 USD,
762,[],private,ThreeMain,2017,{'url': 'https://uploads4.craft.co/uploads/company/logo/13504xx/1350443/normal_5f4874b83ec9964a.png'},,,,1600000 USD,
763,[],private,Antonline.com,1994,{'url': 'https://uploads4.craft.co/uploads/company/logo/4585xx/458570/normal_b93e9b01d10f5fb7.jpg'},,,,0 USD,
764,[],private,Casetify,2011,{'url': 'https://uploads5.craft.co/uploads/company/logo/5911xx/591198/normal_ef74a4657405235d.jpg'},,,,0 USD,
765,[],private,Summit Electric Supply,1977,{'url': 'https://uploads3.craft.co/uploads/company/logo/6056xx/605660/normal_5ae2f3f259961b8c.png'},,,,0 USD,
766,[],private,Smartbox,2003,{'url': 'https://uploads5.craft.co/uploads/company/logo/12465xx/1246504/normal_8ec278775be7b382.png'},,,,0 USD,
767,[],private,Bulbtronics,1976,{'url': 'https://uploads4.craft.co/uploads/company/logo/4352xx/435252/normal_d2d33bc2820d79ef.jpg'},,,,0 USD,
768,[],private,LEDtronics,1983,{'url': 'https://uploads2.craft.co/uploads/company/logo/5757xx/575725/normal_80415ed26fa29e12.png'},,,,0 USD,
769,[],private,Amron International,1979,{'url': 'https://uploads3.craft.co/uploads/company/logo/5471xx/547123/normal_12a33970fcc53b5f.jpeg'},,,,0 USD,
770,[],private,Mud Hole Custom Tackle,1999,{'url': 'https://uploads2.craft.co/uploads/company/logo/6166xx/616661/normal_f8f481e194984b5d.png'},,,,0 USD,
771,[],private,Wellness Mats,2002,{'url': 'https://uploads1.craft.co/uploads/company/logo/5531xx/553151/normal_6783a9bfd5a51bb5.png'},,,,0 USD,
772,[],private,Zbattery.com,1999,{'url': 'https://uploads5.craft.co/uploads/company/logo/6011xx/601169/normal_90397cbac072f1da.png'},,,,0 USD,
773,[],private,Daimer Industries,2002,{'url': 'https://uploads3.craft.co/uploads/company/logo/5873xx/587315/normal_209fdf2a476cdb9d.jpeg'},,,,0 USD,
774,[],private,Wise Safety & Environmental,1967,{'url': 'https://uploads1.craft.co/uploads/company/logo/4861xx/486127/normal_40136bb38cc2a22e.png'},,,,0 USD,
775,[],private,Bindertek,1985,{'url': 'https://uploads3.craft.co/uploads/company/logo/4920xx/492050/normal_8e181164d5c1b69b.jpeg'},,,,0 USD,
776,[],private,Rokform,2011,{'url': 'https://uploads3.craft.co/uploads/company/logo/3057xx/305734/normal_60b85bb397128c23.jpg'},,,,0 USD,
777,[],private,J&L Metrology,1919,{'url': 'https://uploads1.craft.co/uploads/company/logo/2872xx/287269/normal_bd009baa76db00fd.png'},,,,0 USD,
778,[],private,Mailbox Works,1989,{'url': 'https://uploads1.craft.co/uploads/company/logo/2925xx/292592/normal_45544a57f2d4a6cc.jpg'},,,,0 USD,
779,[],private,Mammoth Workwear,1996,{'url': 'https://uploads4.craft.co/uploads/company/logo/3002xx/300227/normal_81841321e4ed9dd6.jpg'},,,,0 USD,
780,[],private,Avitech,1995,{'url': 'https://uploads3.craft.co/uploads/company/logo/6631xx/663145/normal_32f221f6578703f9.png'},,,,0 USD,
781,[],private,REVO America,2008,{'url': 'https://uploads5.craft.co/uploads/company/logo/6829xx/682906/normal_5223c5bdecd692d5.jpg'},,,,0 USD,
782,[],private,Keiser,1977,{'url': 'https://uploads3.craft.co/uploads/company/logo/4315xx/431514/normal_c8c5139efe3d7b6d.png'},,,,0 USD,
783,[],private,Safety Glasses USA,2000,{'url': 'https://uploads3.craft.co/uploads/company/logo/3798xx/379862/normal_9735a4b92ee92686.jpg'},,,,0 USD,
784,[],private,BisonOffice.com,2009,{'url': 'https://uploads1.craft.co/uploads/company/logo/7242xx/724225/normal_d9cb72358bef70c8.png'},,,,0 USD,
785,[],private,EK Ekcessories,1985,{'url': 'https://uploads1.craft.co/uploads/company/logo/8043xx/804366/normal_bfb4bf73fed8845e.png'},,,,0 USD,
786,[],private,All Partitions & Parts,1977,{'url': 'https://uploads1.craft.co/uploads/company/logo/8111xx/811183/normal_f7fca4e7cb4e7656.png'},,,,0 USD,
787,[],private,Jones School Supply,1920,{'url': 'https://uploads4.craft.co/uploads/company/logo/7595xx/759575/normal_e058e7d775f0d3dc.png'},,,,0 USD,
788,[],private,FastCap,1997,{'url': 'https://uploads4.craft.co/uploads/company/logo/13449xx/1344968/normal_00f922d7bc06e76d.png'},,,,0 USD,
789,[],private,Wolfgang Car Care,1996,{'url': 'https://uploads4.craft.co/uploads/company/logo/13631xx/1363148/normal_7a48f4918b82e3d1.jpg'},,,,0 USD,
790,[],private,TheStampMaker.com,1993,{'url': 'https://uploads2.craft.co/uploads/company/logo/13631xx/1363170/normal_f4009da459e8caa7.jpg'},,,,0 USD,
791,[],private,Lee & Cates Glass,1926,{'url': 'https://uploads5.craft.co/uploads/company/logo/9091xx/909155/normal_273cb7ffc5b948da.png'},,,,0 USD,
792,[],private,BisonOffice.com,2009,{'url': 'https://uploads1.craft.co/uploads/company/logo/7242xx/724225/normal_d9cb72358bef70c8.png'},,,,0 USD,
793,[],private,EK Ekcessories,1985,{'url': 'https://uploads1.craft.co/uploads/company/logo/8043xx/804366/normal_bfb4bf73fed8845e.png'},,,,0 USD,
794,[],private,All Partitions & Parts,1977,{'url': 'https://uploads1.craft.co/uploads/company/logo/8111xx/811183/normal_f7fca4e7cb4e7656.png'},,,,0 USD,
795,[],private,Jones School Supply,1920,{'url': 'https://uploads4.craft.co/uploads/company/logo/7595xx/759575/normal_e058e7d775f0d3dc.png'},,,,0 USD,
796,[],private,FastCap,1997,{'url': 'https://uploads4.craft.co/uploads/company/logo/13449xx/1344968/normal_00f922d7bc06e76d.png'},,,,0 USD,
797,[],private,Wolfgang Car Care,1996,{'url': 'https://uploads4.craft.co/uploads/company/logo/13631xx/1363148/normal_7a48f4918b82e3d1.jpg'},,,,0 USD,
798,[],private,TheStampMaker.com,1993,{'url': 'https://uploads2.craft.co/uploads/company/logo/13631xx/1363170/normal_f4009da459e8caa7.jpg'},,,,0 USD,
799,[],private,Organizeit.com,1997,{'url': 'https://uploads5.craft.co/uploads/company/logo/10850xx/1085024/normal_571ce529bdce48ce.jpg'},,,,0 USD,
800,[],private,Buzzfire,,{'url': 'https://uploads1.craft.co/uploads/company/logo/10773xx/1077357/normal_dcc919f8ba64137e.jpg'},,,,0 USD,
801,[],private,Spill 911,1995,{'url': 'https://uploads4.craft.co/uploads/company/logo/10900xx/1090020/normal_024d276dc2fd47b7.png'},,,,0 USD,
802,[],private,Dorcy International,1954,{'url': 'https://uploads2.craft.co/uploads/company/logo/13118xx/1311833/normal_10ae4fde54030548.jpg'},,,,0 USD,
803,[],private,Successories.com,1984,{'url': 'https://uploads4.craft.co/uploads/company/logo/11495xx/1149516/normal_d4148dee1f58837c.png'},,,,0 USD,
804,[],private,Franklin Retail Solutions,,{'url': 'https://uploads2.craft.co/uploads/company/logo/11731xx/1173186/normal_738b42909795d200.jpeg'},,,,0 USD,
805,[],private,Mighty Bright,1984,{'url': 'https://uploads2.craft.co/uploads/company/logo/11350xx/1135072/normal_6ce03df6fba859d3.jpeg'},,,,0 USD,
806,[],private,Cutlery and More,1922,{'url': 'https://uploads4.craft.co/uploads/company/logo/12158xx/1215853/normal_322178d642fc8e0c.jpg'},,,,0 USD,
807,[],private,Auto Body Toolmart,1981,{'url': 'https://uploads2.craft.co/uploads/company/logo/11389xx/1138995/normal_077ed06af2f53f79.png'},,,,0 USD,
808,[],subsidiary,Bluefin Solutions,,{'url': 'https://uploads4.craft.co/uploads/company/logo/2510xx/251064/normal_d5828caf7a09fd2a.jpg'},{'displayName': 'MindTree'},,,0 USD,
809,[],private,Ronald D and Faye E Flemister,1990,{'url': 'https://uploads3.craft.co/uploads/company/logo/13633xx/1363350/normal_29f61dc0bcbfbf19.jpg'},,,,0 USD,
810,[],private,SuperWarehouse.com,1997,{'url': 'https://uploads4.craft.co/uploads/company/logo/255xx/25515/normal_460abe8a4b36a051.jpg'},,,,0 USD,
811,[],private,Alzatex,1993,{'url': 'https://uploads5.craft.co/uploads/company/logo/2134xx/213493/normal_b28b365c8f9bc7b6.png'},,,,0 USD,
812,[],private,True Religion,,{'url': 'https://uploads5.craft.co/uploads/company/logo/9838xx/983820/normal_ac9d1fefa6c5ad15.jpg'},,,,0 USD,
813,[],private,Security Pro USA,1986,{'url': 'https://uploads4.craft.co/uploads/company/logo/4228xx/422843/normal_cf1417520a097fa1.png'},,,,0 USD,
814,[],private,Forestry Suppliers,1949,{'url': 'https://uploads4.craft.co/uploads/company/logo/4426xx/442629/normal_41d127d825bd1880.jpeg'},,,,0 USD,
815,[],private,Pureland Supply,1997,{'url': 'https://uploads2.craft.co/uploads/company/logo/4513xx/451393/normal_4a96c23a015c8183.png'},,,,0 USD,
816,[],private,Forestry Suppliers,1949,{'url': 'https://uploads4.craft.co/uploads/company/logo/4426xx/442629/normal_41d127d825bd1880.jpeg'},,,,0 USD,
817,[],private,Pureland Supply,1997,{'url': 'https://uploads2.craft.co/uploads/company/logo/4513xx/451393/normal_4a96c23a015c8183.png'},,,,0 USD,
818,[],private,Out-Fit,2005,{'url': 'https://uploads5.craft.co/uploads/company/logo/3891xx/389173/normal_80825eed62312a23.jpg'},,,,0 USD,
819,[],private,Keeney’s Office Supply,1947,{'url': 'https://uploads2.craft.co/uploads/company/logo/4447xx/444764/normal_0355f45d91f9b603.png'},,,,0 USD,
820,[],private,Packaging Supplies,1998,{'url': 'https://uploads3.craft.co/uploads/company/logo/4211xx/421125/normal_696536e7acab9783.png'},,,,0 USD,
821,[],public,Exacompta Clairefontaine,1993,{'url': 'https://uploads4.craft.co/uploads/company/logo/2519xx/251997/normal_4f3e0d03c400d076.jpg'},,EXAC.PA,130080000.0,0 USD,
822,[],private,JULABO,1967,{'url': 'https://uploads5.craft.co/uploads/company/logo/8012xx/801278/normal_0cc7b86e143cba4b.png'},,,,0 USD,
823,[],private,The GPS Store,1997,{'url': 'https://uploads2.craft.co/uploads/company/logo/7413xx/741346/normal_c4a48af959accdf6.png'},,,,0 USD,
824,[],private,Redco Audio,1989,{'url': 'https://uploads1.craft.co/uploads/company/logo/7275xx/727567/normal_d3204985cb20170f.png'},,,,0 USD,
825,[],private,TCP Global,1974,{'url': 'https://uploads4.craft.co/uploads/company/logo/7567xx/756706/normal_641d04fa92f5c3fc.jpg'},,,,0 USD,
826,[],private,Remy Battery,1931,{'url': 'https://uploads1.craft.co/uploads/company/logo/8141xx/814198/normal_4359c9dd8836996d.png'},,,,0 USD,
827,[],private,Saje,1992,{'url': 'https://uploads3.craft.co/uploads/company/logo/7948xx/794838/normal_15740f5e5f53a74d.png'},,,,0 USD,
828,[],private,Redco Audio,1989,{'url': 'https://uploads1.craft.co/uploads/company/logo/7275xx/727567/normal_d3204985cb20170f.png'},,,,0 USD,
829,[],private,TCP Global,1974,{'url': 'https://uploads4.craft.co/uploads/company/logo/7567xx/756706/normal_641d04fa92f5c3fc.jpg'},,,,0 USD,
830,[],private,Remy Battery,1931,{'url': 'https://uploads1.craft.co/uploads/company/logo/8141xx/814198/normal_4359c9dd8836996d.png'},,,,0 USD,
831,[],private,Saje,1992,{'url': 'https://uploads3.craft.co/uploads/company/logo/7948xx/794838/normal_15740f5e5f53a74d.png'},,,,0 USD,
832,[],private,Highlight Industries,1981,{'url': 'https://uploads3.craft.co/uploads/company/logo/9452xx/945213/normal_a4e19467c603d077.png'},,,,0 USD,
833,[],private,Tiger-Vac,1983,{'url': 'https://uploads1.craft.co/uploads/company/logo/10122xx/1012257/normal_3ca36d04c79c8e0e.jpg'},,,,0 USD,
834,[],private,QuickCable,1946,{'url': 'https://uploads4.craft.co/uploads/company/logo/10970xx/1097039/normal_a317e106da103d42.jpg'},,,,0 USD,
835,[],private,Hoist Fitness Systems,1977,{'url': 'https://uploads2.craft.co/uploads/company/logo/10950xx/1095010/normal_8ce6a3b01999d1ff.jpg'},,,,0 USD,
836,[],private,TapeCase,1972,{'url': 'https://uploads1.craft.co/uploads/company/logo/10754xx/1075497/normal_25d3f7ce9c1bb3a4.jpeg'},,,,0 USD,
837,[],private,ACL Staticide,1960,{'url': 'https://uploads2.craft.co/uploads/company/logo/10367xx/1036721/normal_938cd05c2b98f502.jpg'},,,,0 USD,
838,[],private,GPS Source,2000,{'url': 'https://uploads3.craft.co/uploads/company/logo/11668xx/1166874/normal_cc1ec9d60bacb6b7.jpg'},,,,0 USD,
839,[],private,San Diego Plastics,1986,{'url': 'https://uploads2.craft.co/uploads/company/logo/11355xx/1135573/normal_4befb4404a307881.png'},,,,0 USD,
840,[],private,National Band and Tag,1902,{'url': 'https://uploads2.craft.co/uploads/company/logo/11538xx/1153881/normal_652ed8e9e1b420eb.jpeg'},,,,0 USD,
841,[],private,Imprint Comfort Mats,2006,{'url': 'https://uploads2.craft.co/uploads/company/logo/11609xx/1160954/normal_4b169737ba7fbb99.jpg'},,,,0 USD,
842,[],private,Spacesaver,1963,{'url': 'https://uploads3.craft.co/uploads/company/logo/11976xx/1197636/normal_0259aeddf062e9f4.jpeg'},,,,0 USD,
843,[],private,Mechanix Wear,1991,{'url': 'https://uploads5.craft.co/uploads/company/logo/6469xx/646920/normal_6d0fbb0cfbc1236e.jpeg'},,,,0 USD,
844,[],private,V-Belt Global Supply,2008,{'url': 'https://uploads4.craft.co/uploads/company/logo/7091xx/709130/normal_754c36f900d5c2bb.png'},,,,0 USD,
845,[],private,Automotive Workwear,2002,{'url': 'https://uploads4.craft.co/uploads/company/logo/12598xx/1259833/normal_ff610713ffd326db.png'},,,,0 USD,
846,[],private,General Filters,1937,{'url': 'https://uploads2.craft.co/uploads/company/logo/8906xx/890691/normal_f6af5a516642854e.png'},,,,0 USD,
847,[],private,Openyard,2007,{'url': 'https://uploads1.craft.co/uploads/company/logo/13632xx/1363298/normal_3809da50faf52a9b.png'},,,,0 USD,
848,[],private,Plaque Shack,1989,{'url': 'https://uploads5.craft.co/uploads/company/logo/13633xx/1363314/normal_fc0acd770b02635b.jpg'},,,,0 USD,
849,[],private,Marv Golden Pilot Supplies,1983,{'url': 'https://uploads5.craft.co/uploads/company/logo/13632xx/1363219/normal_9cc7c6a93f8b5e75.png'},,,,0 USD,
850,[],private,First Aid Supplies Online,1992,{'url': 'https://uploads5.craft.co/uploads/company/logo/13632xx/1363211/normal_4e0c3eab0844827f.jpeg'},,,,0 USD,
851,[],private,CRW Flags,1990,{'url': 'https://uploads4.craft.co/uploads/company/logo/13633xx/1363352/normal_774b8926fab3054c.png'},,,,0 USD,
852,[],private,Valhalla Scientific,1971,{'url': 'https://uploads4.craft.co/uploads/company/logo/13296xx/1329690/normal_3c0eead9dcdf0733.jpg'},,,,0 USD,
853,[],private,SmartSign,2005,{'url': 'https://uploads3.craft.co/uploads/company/logo/855xx/85505/normal_8527b2175394ee3b.jpg'},,,,0 USD,
854,[],private,Pelican Products,1976,{'url': 'https://uploads5.craft.co/uploads/company/logo/1611xx/161134/normal_9a73f112351ead41.jpg'},,,,0 USD,
855,[],private,SecurityBase,1999,{'url': 'https://uploads5.craft.co/uploads/company/logo/13416xx/1341633/normal_652f40a8c765e874.png'},,,,0 USD,
856,[],private,Phillips Safety Products,1905,{'url': 'https://uploads4.craft.co/uploads/company/logo/11715xx/1171503/normal_29be59451c4a4a08.png'},,,,0 USD,
857,[],private,Vanguard Products,1966,{'url': 'https://uploads2.craft.co/uploads/company/logo/3554xx/355432/normal_4a0636c4345b05d0.png'},,,,0 USD,
858,[],private,NetBankStore,1991,{'url': 'https://uploads3.craft.co/uploads/company/logo/3249xx/324931/normal_0b7e93fc6bcd7b24.jpg'},,,,0 USD,
859,[],private,Dornbracht,1950,{'url': 'https://uploads3.craft.co/uploads/company/logo/3558xx/355844/normal_0a44f08315a71a7e.jpg'},,,,0 USD,
860,[],private,FlagandBanner.com,1975,{'url': 'https://uploads3.craft.co/uploads/company/logo/3548xx/354810/normal_b9f1ed007f592089.jpg'},,,,0 USD,
861,[],private,Tutti Bambini,1988,{'url': 'https://uploads3.craft.co/uploads/company/logo/5103xx/510305/normal_26eb4253b00c3cb9.jpg'},,,,0 USD,
862,[],private,Doug Mockett & Company,1980,{'url': 'https://uploads4.craft.co/uploads/company/logo/5057xx/505715/normal_b885b96a9fa0c19f.png'},,,,0 USD,
863,[],private,Sorbothane,1982,{'url': 'https://uploads1.craft.co/uploads/company/logo/4722xx/472224/normal_054e9e2a63022cff.png'},,,,0 USD,
864,[],private,Dick Blick,1911,{'url': 'https://uploads2.craft.co/uploads/company/logo/4947xx/494792/normal_0f4521d3b3ef8250.jpg'},,,,0 USD,
865,[],private,Sauce Labs,2008,{'url': 'https://uploads3.craft.co/uploads/company/logo/325xx/32534/normal_31d02047f875bad5.png'},,,,151000000 USD,
866,[],private,Anchortex,1989,{'url': 'https://uploads1.craft.co/uploads/company/logo/4715xx/471588/normal_93cd7e46e57876a8.jpg'},,,,0 USD,
867,[],private,Sailrite,1969,{'url': 'https://uploads3.craft.co/uploads/company/logo/5028xx/502838/normal_2b2c36a7de17f82d.png'},,,,0 USD,
868,[],private,PCCables.com,1986,{'url': 'https://uploads5.craft.co/uploads/company/logo/5286xx/528653/normal_59c1b0fd4d21249d.png'},,,,0 USD,
869,[],private,National Hospitality Supply,1989,{'url': 'https://uploads5.craft.co/uploads/company/logo/4251xx/425132/normal_6c8d16e56c17713d.png'},,,,0 USD,
870,[],private,Orion Printers & Parts,2003,{'url': 'https://uploads2.craft.co/uploads/company/logo/4494xx/449405/normal_cfd07be445ae679c.png'},,,,0 USD,
871,[],public,Hutchison Ports,,{'url': 'https://uploads2.craft.co/uploads/company/logo/2535xx/253510/normal_f975bb657f6f8f86.JPG'},,NS8U.SI,50890000.0,0 USD,50890000 USD
872,[],private,Continental Western,1952,{'url': 'https://uploads1.craft.co/uploads/company/logo/6482xx/648235/normal_e312bde3f35cbc9a.jpeg'},,,,0 USD,
873,[],private,Eartec,1961,{'url': 'https://uploads4.craft.co/uploads/company/logo/13425xx/1342598/normal_055abd63745845ef.jpg'},,,,0 USD,
874,[],private,Specialty Cases,1989,{'url': 'https://uploads5.craft.co/uploads/company/logo/8900xx/890043/normal_0b105b59e8ee0d3b.jpg'},,,,0 USD,
875,[],private,Binders,1981,{'url': 'https://uploads3.craft.co/uploads/company/logo/8539xx/853943/normal_025c9eae61b2e9fe.jpg'},,,,0 USD,
876,[],private,Fastener SuperStore,1997,{'url': 'https://uploads2.craft.co/uploads/company/logo/8304xx/830489/normal_aa0592a9253ad701.png'},,,,0 USD,
877,[],private,Malelo and Company,1950,{'url': 'https://uploads4.craft.co/uploads/company/logo/8682xx/868243/normal_f1ce746b7dbe2393.png'},,,,0 USD,
878,[],private,Iron Grip Barbell,1993,{'url': 'https://uploads2.craft.co/uploads/company/logo/8701xx/870124/normal_6ab32a2477844a3b.png'},,,,0 USD,
879,[],private,BedInABox,2006,{'url': 'https://uploads3.craft.co/uploads/company/logo/8660xx/866085/normal_362e3ae3857607c9.jpg'},,,,0 USD,
880,[],private,Paul C. Buff,1980,{'url': 'https://uploads5.craft.co/uploads/company/logo/12976xx/1297636/normal_5d90e1020e51b1ca.jpg'},,,,0 USD,
